# delta_L(z=0)            delta_SC                  ddelta_SC/ddelta_L
-3.455918959348089459e+00 -8.406596231919083451e-01 4.992890561323033716e-02
-3.450049239995011341e+00 -8.403661110434460513e-01 5.008012076340539326e-02
-3.444188104188737665e+00 -8.400721406066420371e-01 5.023174955046450646e-02
-3.438335539550340325e+00 -8.397777114346436367e-01 5.038379291074733535e-02
-3.432491533719481680e+00 -8.394828230810693626e-01 5.053625178186304384e-02
-3.426656074354382131e+00 -8.391874751000137911e-01 5.068912710268716482e-02
-3.420829149131795699e+00 -8.388916670460502267e-01 5.084241981336044131e-02
-3.415010745746982490e+00 -8.385953984742360312e-01 5.099613085528591910e-02
-3.409200851913683827e+00 -8.382986689401146219e-01 5.115026117112708715e-02
-3.403399455364092940e+00 -8.380014779997211338e-01 5.130481170480533093e-02
-3.397606543848826544e+00 -8.377038252095856397e-01 5.145978340149753166e-02
-3.391822105136902188e+00 -8.374057101267367020e-01 5.161517720763373479e-02
-3.386046127015711171e+00 -8.371071323087058147e-01 5.177099407089544303e-02
-3.380278597290987008e+00 -8.368080913135309551e-01 5.192723494021242447e-02
-3.374519503786782781e+00 -8.365085866997610253e-01 5.208390076576019379e-02
-3.368768834345444496e+00 -8.362086180264591828e-01 5.224099249895861746e-02
-3.363026576827583103e+00 -8.359081848532075032e-01 5.239851109246831257e-02
-3.357292719112047852e+00 -8.356072867401100890e-01 5.255645750018889811e-02
-3.351567249095901424e+00 -8.353059232477981766e-01 5.271483267725615013e-02
-3.345850154694390177e+00 -8.350040939374328008e-01 5.287363758003933017e-02
-3.340141423840921497e+00 -8.347017983707099020e-01 5.303287316613926328e-02
-3.334441044487034933e+00 -8.343990361098638786e-01 5.319254039438515297e-02
-3.328749004602375994e+00 -8.340958067176718060e-01 5.335264022483177104e-02
-3.323065292174673058e+00 -8.337921097574566565e-01 5.351317361875795181e-02
-3.317389895209704509e+00 -8.334879447930927387e-01 5.367414153866263693e-02
-3.311722801731278309e+00 -8.331833113890086961e-01 5.383554494826289782e-02
-3.306063999781202245e+00 -8.328782091101920582e-01 5.399738481249104910e-02
-3.300413477419261721e+00 -8.325726375221930153e-01 5.415966209749192850e-02
-3.294771222723189119e+00 -8.322665961911284160e-01 5.432237777062042666e-02
-3.289137223788640263e+00 -8.319600846836865404e-01 5.448553280043808011e-02
-3.283511468729167326e+00 -8.316531025671304311e-01 5.464912815671071900e-02
-3.277893945676194409e+00 -8.313456494093021121e-01 5.481316481040568456e-02
-3.272284642778988673e+00 -8.310377247786274735e-01 5.497764373368858870e-02
-3.266683548204637244e+00 -8.307293282441192694e-01 5.514256589992078128e-02
-3.261090650138019242e+00 -8.304204593753821140e-01 5.530793228365641495e-02
-3.255505936781781351e+00 -8.301111177426162557e-01 5.547374386063924634e-02
-3.249929396356312505e+00 -8.298013029166216858e-01 5.564000160780006865e-02
-3.244361017099714584e+00 -8.294910144688028009e-01 5.580670650325315202e-02
-3.238800787267779757e+00 -8.291802519711719555e-01 5.597385952629380101e-02
-3.233248695133965178e+00 -8.288690149963537923e-01 5.614146165739489214e-02
-3.227704728989365446e+00 -8.285573031175899050e-01 5.630951387820450071e-02
-3.222168877142687737e+00 -8.282451159087423909e-01 5.647801717154168205e-02
-3.216641127920225607e+00 -8.279324529442988467e-01 5.664697252139445222e-02
-3.211121469665834560e+00 -8.276193137993754778e-01 5.681638091291582593e-02
-3.205609890740904966e+00 -8.273056980497224266e-01 5.698624333242133938e-02
-3.200106379524338962e+00 -8.269916052717276589e-01 5.715656076738512281e-02
-3.194610924412522035e+00 -8.266770350424210712e-01 5.732733420643730538e-02
-3.189123513819299927e+00 -8.263619869394784878e-01 5.749856463936077466e-02
-3.183644136175952433e+00 -8.260464605412267680e-01 5.767025305708694399e-02
-3.178172779931166758e+00 -8.257304554266475805e-01 5.784240045169369154e-02
-3.172709433551015312e+00 -8.254139711753816222e-01 5.801500781640139132e-02
-3.167254085518927287e+00 -8.250970073677326155e-01 5.818807614556952695e-02
-3.161806724335664676e+00 -8.247795635846728590e-01 5.836160643469356230e-02
-3.156367338519298738e+00 -8.244616394078464472e-01 5.853559968040117356e-02
-3.150935916605179798e+00 -8.241432344195736004e-01 5.871005688044905746e-02
-3.145512447145919488e+00 -8.238243482028555498e-01 5.888497903371985726e-02
-3.140096918711359653e+00 -8.235049803413787561e-01 5.906036714021773576e-02
-3.134689319888549708e+00 -8.231851304195190178e-01 5.923622220106550956e-02
-3.129289639281719992e+00 -8.228647980223462444e-01 5.941254521850083264e-02
-3.123897865512261340e+00 -8.225439827356283429e-01 5.958933719587299060e-02
-3.118513987218693995e+00 -8.222226841458359914e-01 5.976659913763886917e-02
-3.113137993056646735e+00 -8.219009018401468580e-01 5.994433204935946391e-02
-3.107769871698829345e+00 -8.215786354064502639e-01 6.012253693769620960e-02
-3.102409611835012182e+00 -8.212558844333514019e-01 6.030121481040733727e-02
-3.097057202171996870e+00 -8.209326485101756665e-01 6.048036667634427987e-02
-3.091712631433592762e+00 -8.206089272269734280e-01 6.065999354544732852e-02
-3.086375888360594733e+00 -8.202847201745238070e-01 6.084009642874316920e-02
-3.081046961710752985e+00 -8.199600269443404477e-01 6.102067633833905408e-02
-3.075725840258755728e+00 -8.196348471286744042e-01 6.120173428742104599e-02
-3.070412512796198090e+00 -8.193091803205196921e-01 6.138327129024884893e-02
-3.065106968131561249e+00 -8.189830261136177292e-01 6.156528836215229700e-02
-3.059809195090186673e+00 -8.186563841024612209e-01 6.174778651952758657e-02
-3.054519182514251696e+00 -8.183292538822989348e-01 6.193076677983307132e-02
-3.049236919262745982e+00 -8.180016350491408073e-01 6.211423016158534871e-02
-3.043962394211445321e+00 -8.176735271997614962e-01 6.229817768435547132e-02
-3.038695596252887210e+00 -8.173449299317057104e-01 6.248261036876447821e-02
-3.033436514296351305e+00 -8.170158428432923170e-01 6.266752923648016838e-02
-3.028185137267826121e+00 -8.166862655336192267e-01 6.285293531021166058e-02
-3.022941454109994819e+00 -8.163561976025677236e-01 6.303882961370636806e-02
-3.017705453782202341e+00 -8.160256386508066839e-01 6.322521317174592537e-02
-3.012477125260438537e+00 -8.156945882797982383e-01 6.341208701014110216e-02
-3.007256457537306638e+00 -8.153630460918014355e-01 6.359945215572794519e-02
-3.002043439622004595e+00 -8.150310116898771273e-01 6.378730963636417006e-02
-2.996838060540301107e+00 -8.146984846778925204e-01 6.397566048092422075e-02
-2.991640309334507197e+00 -8.143654646605259506e-01 6.416450571929531443e-02
-2.986450175063456225e+00 -8.140319512432714344e-01 6.435384638237225119e-02
-2.981267646802476801e+00 -8.136979440324434432e-01 6.454368350205462457e-02
-2.976092713643371912e+00 -8.133634426351813440e-01 6.473401811124097904e-02
-2.970925364694394055e+00 -8.130284466594539516e-01 6.492485124382542383e-02
-2.965765589080219033e+00 -8.126929557140647464e-01 6.511618393469226218e-02
-2.960613375941925529e+00 -8.123569694086562043e-01 6.530801721971214724e-02
-2.955468714436969346e+00 -8.120204873537143486e-01 6.550035213573739135e-02
-2.950331593739158986e+00 -8.116835091605735242e-01 6.569318972059748352e-02
-2.945202003038634331e+00 -8.113460344414215042e-01 6.588653101309442650e-02
-2.940079931541840885e+00 -8.110080628093037092e-01 6.608037705299815712e-02
-2.934965368471506242e+00 -8.106695938781284250e-01 6.627472888104145310e-02
-2.929858303066618319e+00 -8.103306272626709106e-01 6.646958753891661631e-02
-2.924758724582399605e+00 -8.099911625785783942e-01 6.666495406926939427e-02
-2.919666622290283176e+00 -8.096511994423756242e-01 6.686082951569440047e-02
-2.914581985477892712e+00 -8.093107374714683111e-01 6.705721492273132578e-02
-2.909504803449015853e+00 -8.089697762841487894e-01 6.725411133585917911e-02
-2.904435065523580661e+00 -8.086283154996005695e-01 6.745151980149173554e-02
-2.899372761037633861e+00 -8.082863547379031122e-01 6.764944136697303989e-02
-2.894317879343317301e+00 -8.079438936200367127e-01 6.784787708057200828e-02
-2.889270409808843088e+00 -8.076009317678871646e-01 6.804682799147783456e-02
-2.884230341818471821e+00 -8.072574688042508662e-01 6.824629514979464739e-02
-2.879197664772486842e+00 -8.069135043528392615e-01 6.844627960653723586e-02
-2.874172368087176910e+00 -8.065690380382840585e-01 6.864678241362572042e-02
-2.869154441194804672e+00 -8.062240694861417811e-01 6.884780462387972422e-02
-2.864143873543589791e+00 -8.058785983228990979e-01 6.904934729101469548e-02
-2.859140654597682740e+00 -8.055326241759770411e-01 6.925141146963564864e-02
-2.854144773837144378e+00 -8.051861466737365580e-01 6.945399821523255690e-02
-2.849156220757920632e+00 -8.048391654454822852e-01 6.965710858417570317e-02
-2.844174984871818079e+00 -8.044916801214693214e-01 6.986074363370881057e-02
-2.839201055706485288e+00 -8.041436903329065577e-01 7.006490442194543422e-02
-2.834234422805387066e+00 -8.037951957119617852e-01 7.026959200786349335e-02
-2.829275075727780475e+00 -8.034461958917671343e-01 7.047480745129891533e-02
-2.824323004048694408e+00 -8.030966905064245154e-01 7.068055181294116696e-02
-2.819378197358905158e+00 -8.027466791910088384e-01 7.088682615432766176e-02
-2.814440645264915108e+00 -8.023961615815742299e-01 7.109363153783899991e-02
-2.809510337388928747e+00 -8.020451373151593621e-01 7.130096902669205705e-02
-2.804587263368828243e+00 -8.016936060297911171e-01 7.150883968493579323e-02
-2.799671412858155684e+00 -8.013415673644905812e-01 7.171724457744581283e-02
-2.794762775526083765e+00 -8.009890209592778199e-01 7.192618476991760601e-02
-2.789861341057399358e+00 -8.006359664551766508e-01 7.213566132886203852e-02
-2.784967099152476866e+00 -8.002824034942198628e-01 7.234567532159973113e-02
-2.780080039527256019e+00 -7.999283317194543219e-01 7.255622781625467588e-02
-2.775200151913223223e+00 -7.995737507749454132e-01 7.276731988174979515e-02
-2.770327426057383136e+00 -7.992186603057829242e-01 7.297895258779996119e-02
-2.765461851722239572e+00 -7.988630599580855973e-01 7.319112700490673640e-02
-2.760603418685773747e+00 -7.985069493790063477e-01 7.340384420435311363e-02
-2.755752116741419400e+00 -7.981503282167371482e-01 7.361710525819713247e-02
-2.750907935698041040e+00 -7.977931961205142475e-01 7.383091123926596722e-02
-2.746070865379914849e+00 -7.974355527406229438e-01 7.404526322115104198e-02
-2.741240895626699370e+00 -7.970773977284036915e-01 7.426016227820012028e-02
-2.736418016293422184e+00 -7.967187307362558757e-01 7.447560948551387727e-02
-2.731602217250450160e+00 -7.963595514176438073e-01 7.469160591893783674e-02
-2.726793488383470354e+00 -7.959998594271009420e-01 7.490815265505833265e-02
-2.721991819593467365e+00 -7.956396544202365417e-01 7.512525077119397432e-02
-2.717197200796702461e+00 -7.952789360537394492e-01 7.534290134539173289e-02
-2.712409621924689596e+00 -7.949177039853834170e-01 7.556110545642029386e-02
-2.707629072924173652e+00 -7.945559578740328810e-01 7.577986418376322919e-02
-2.702855543757107792e+00 -7.941936973796479560e-01 7.599917860761312705e-02
-2.698089024400635250e+00 -7.938309221632889878e-01 7.621904980886623493e-02
-2.693329504847062683e+00 -7.934676318871221046e-01 7.643947886911510448e-02
-2.688576975103838862e+00 -7.931038262144249895e-01 7.666046687064272114e-02
-2.683831425193535569e+00 -7.927395048095911001e-01 7.688201489641621755e-02
-2.679092845153824509e+00 -7.923746673381357741e-01 7.710412403008057303e-02
-2.674361225037453771e+00 -7.920093134667001156e-01 7.732679535595252118e-02
-2.669636554912226067e+00 -7.916434428630585440e-01 7.755002995901286167e-02
-2.664918824860980529e+00 -7.912770551961213483e-01 7.777382892490167232e-02
-2.660208024981566499e+00 -7.909101501359416808e-01 7.799819333991100945e-02
-2.655504145386824888e+00 -7.905427273537203314e-01 7.822312429097826036e-02
-2.650807176204564630e+00 -7.901747865218109457e-01 7.844862286567985676e-02
-2.646117107577541816e+00 -7.898063273137252427e-01 7.867469015222432194e-02
-2.641433929663437929e+00 -7.894373494041384554e-01 7.890132723944648374e-02
-2.636757632634839421e+00 -7.890678524688944373e-01 7.912853521679956426e-02
-2.632088206679212394e+00 -7.886978361850112140e-01 7.935631517434978133e-02
-2.627425641998886618e+00 -7.883273002306858679e-01 7.958466820276850762e-02
-2.622769928811027995e+00 -7.879562442853004223e-01 7.981359539332603947e-02
-2.618121057347623459e+00 -7.875846680294263935e-01 8.004309783788508825e-02
-2.613479017855453446e+00 -7.872125711448311192e-01 8.027317662889314753e-02
-2.608843800596075013e+00 -7.868399533144820879e-01 8.050383285937610933e-02
-2.604215395845797421e+00 -7.864668142225530456e-01 8.073506762293138073e-02
-2.599593793895663030e+00 -7.860931535544288806e-01 8.096688201372082005e-02
-2.594978985051424214e+00 -7.857189709967111746e-01 8.119927712646368700e-02
-2.590370959633522929e+00 -7.853442662372237537e-01 8.143225405642937065e-02
-2.585769707977070286e+00 -7.849690389650176847e-01 8.166581389943115832e-02
-2.581175220431823902e+00 -7.845932888703764929e-01 8.189995775181854731e-02
-2.576587487362167472e+00 -7.842170156448228235e-01 8.213468671046951497e-02
-2.572006499147088565e+00 -7.838402189811221055e-01 8.237000187278496754e-02
-2.567432246180159527e+00 -7.834628985732889905e-01 8.260590433667976129e-02
-2.562864718869514391e+00 -7.830850541165931267e-01 8.284239520057648520e-02
-2.558303907637828445e+00 -7.827066853075631547e-01 8.307947556339817519e-02
-2.553749802922298695e+00 -7.823277918439935918e-01 8.331714652456062575e-02
-2.549202395174620328e+00 -7.819483734249496054e-01 8.355540918396514583e-02
-2.544661674860967615e+00 -7.815684297507725642e-01 8.379426464199125901e-02
-2.540127632461971263e+00 -7.811879605230854784e-01 8.403371399948909859e-02
-2.535600258472699764e+00 -7.808069654447986618e-01 8.427375835777213553e-02
-2.531079543402637189e+00 -7.804254442201147279e-01 8.451439881860974002e-02
-2.526565477775661872e+00 -7.800433965545348070e-01 8.475563648421917395e-02
-2.522058052130027317e+00 -7.796608221548630979e-01 8.499747245725880473e-02
-2.517557257018338657e+00 -7.792777207292135300e-01 8.523990784081940386e-02
-2.513063083007534448e+00 -7.788940919870142032e-01 8.548294373841741622e-02
-2.508575520678866688e+00 -7.785099356390134950e-01 8.572658125398728568e-02
-2.504094560627875499e+00 -7.781252513972856111e-01 8.597082149187283695e-02
-2.499620193464373141e+00 -7.777400389752356924e-01 8.621566555682001753e-02
-2.495152409812422256e+00 -7.773542980876055886e-01 8.646111455397004208e-02
-2.490691200310313658e+00 -7.769680284504796308e-01 8.670716958884971959e-02
-2.486236555610547683e+00 -7.765812297812900722e-01 8.695383176736451447e-02
-2.481788466379811986e+00 -7.761939017988221945e-01 8.720110219579157995e-02
-2.477346923298962889e+00 -7.758060442232205256e-01 8.744898198076983542e-02
-2.472911917063003173e+00 -7.754176567759942795e-01 8.769747222929338837e-02
-2.468483438381062989e+00 -7.750287391800224635e-01 8.794657404870309669e-02
-2.464061477976377645e+00 -7.746392911595602060e-01 8.819628854667822815e-02
-2.459646026586269851e+00 -7.742493124402438642e-01 8.844661683122896634e-02
-2.455237074962128396e+00 -7.738588027490963528e-01 8.869756001068813955e-02
-2.450834613869384615e+00 -7.734677618145338052e-01 8.894911919370190878e-02
-2.446438634087498620e+00 -7.730761893663704587e-01 8.920129548922309248e-02
-2.442049126409931326e+00 -7.726840851358238726e-01 8.945409000650225706e-02
-2.437666081644132010e+00 -7.722914488555214785e-01 8.970750385507948732e-02
-2.433289490611511674e+00 -7.718982802595061310e-01 8.996153814477556021e-02
-2.428919344147427495e+00 -7.715045790832407713e-01 9.021619398568442305e-02
-2.424555633101157515e+00 -7.711103450636154211e-01 9.047147248816379828e-02
-2.420198348335887761e+00 -7.707155779389518457e-01 9.072737476282803637e-02
-2.415847480728685159e+00 -7.703202774490098825e-01 9.098390192053810999e-02
-2.411503021170482430e+00 -7.699244433349925476e-01 9.124105507239446688e-02
-2.407164960566053669e+00 -7.695280753395525863e-01 9.149883532972712119e-02
-2.402833289834000574e+00 -7.691311732067970253e-01 9.175724380408822878e-02
-2.398507999906724475e+00 -7.687337366822937224e-01 9.201628160724287242e-02
-2.394189081730414337e+00 -7.683357655130769182e-01 9.227594985116070736e-02
-2.389876526265020118e+00 -7.679372594476530089e-01 9.253624964800605257e-02
-2.385570324484238558e+00 -7.675382182360058758e-01 9.279718211013088247e-02
-2.381270467375488753e+00 -7.671386416296028798e-01 9.305874835006507084e-02
-2.376976945939895725e+00 -7.667385293814008573e-01 9.332094948050755068e-02
-2.372689751192268659e+00 -7.663378812458518929e-01 9.358378661431707157e-02
-2.368408874161081812e+00 -7.659366969789080937e-01 9.384726086450460858e-02
-2.364134305888455856e+00 -7.655349763380285832e-01 9.411137334422274570e-02
-2.359866037430134789e+00 -7.651327190821847202e-01 9.437612516675791818e-02
-2.355604059855470833e+00 -7.647299249718658709e-01 9.464151744552085077e-02
-2.351348364247400902e+00 -7.643265937690852940e-01 9.490755129403719015e-02
-2.347098941702429720e+00 -7.639227252373860244e-01 9.517422782593913666e-02
-2.342855783330609398e+00 -7.635183191418462023e-01 9.544154815495538291e-02
-2.338618880255518118e+00 -7.631133752490859568e-01 9.570951339490267606e-02
-2.334388223614245472e+00 -7.627078933272712913e-01 9.597812465967657525e-02
-2.330163804557364937e+00 -7.623018731461222997e-01 9.624738306324137627e-02
-2.325945614248923210e+00 -7.618953144769168295e-01 9.651728971962167392e-02
-2.321733643866415342e+00 -7.614882170924983651e-01 9.678784574289191200e-02
-2.317527884600766530e+00 -7.610805807672798018e-01 9.705905224716854240e-02
-2.313328327656313466e+00 -7.606724052772506628e-01 9.733091034659951957e-02
-2.309134964250784350e+00 -7.602636903999828721e-01 9.760342115535448893e-02
-2.304947785615279354e+00 -7.598544359146355287e-01 9.787658578761644634e-02
-2.300766782994252857e+00 -7.594446416019622337e-01 9.815040535757117712e-02
-2.296591947645492127e+00 -7.590343072443161976e-01 9.842488097939798564e-02
-2.292423270840099114e+00 -7.586234326256560134e-01 9.870001376726045272e-02
-2.288260743862472246e+00 -7.582120175315516519e-01 9.897580483529588857e-02
-2.284104358010284663e+00 -7.578000617491907898e-01 9.925225529760627052e-02
-2.279954104594468678e+00 -7.573875650673840276e-01 9.952936626824837596e-02
-2.275809974939192237e+00 -7.569745272765714406e-01 9.980713886122373479e-02
-2.271671960381844713e+00 -7.565609481688280180e-01 1.000855741904691509e-01
-2.267540052273013806e+00 -7.561468275378694370e-01 1.003646733698460719e-01
-2.263414241976468233e+00 -7.557321651790587236e-01 1.006444375131322760e-01
-2.259294520869139067e+00 -7.553169608894116926e-01 1.009248677340093964e-01
-2.255180880341101535e+00 -7.549012144676026104e-01 1.012059651460557597e-01
-2.251073311795552367e+00 -7.544849257139709664e-01 1.014877308627339519e-01
-2.246971806648794701e+00 -7.540680944305264699e-01 1.017701659973817702e-01
-2.242876356330219867e+00 -7.536507204209554889e-01 1.020532716632027159e-01
-2.238786952282282527e+00 -7.532328034906273784e-01 1.023370489732542826e-01
-2.234703585960490013e+00 -7.528143434465994766e-01 1.026214990404390320e-01
-2.230626248833376124e+00 -7.523953400976244321e-01 1.029066229774937419e-01
-2.226554932382488250e+00 -7.519757932541544232e-01 1.031924218969791085e-01
-2.222489628102364723e+00 -7.515557027283485958e-01 1.034788969112702822e-01
-2.218430327500518384e+00 -7.511350683340788370e-01 1.037660491325447520e-01
-2.214377022097415715e+00 -7.507138898869352150e-01 1.040538796727733667e-01
-2.210329703426460846e+00 -7.502921672042319745e-01 1.043423896437099818e-01
-2.206288363033974687e+00 -7.498699001050144197e-01 1.046315801568794834e-01
-2.202252992479177607e+00 -7.494470884100639108e-01 1.049214523235687396e-01
-2.198223583334170783e+00 -7.490237319419045248e-01 1.052120072548153734e-01
-2.194200127183917104e+00 -7.485998305248087181e-01 1.055032460613974654e-01
-2.190182615626222518e+00 -7.481753839848035437e-01 1.057951698538223545e-01
-2.186171040271717825e+00 -7.477503921496770900e-01 1.060877797423159519e-01
-2.182165392743841803e+00 -7.473248548489832555e-01 1.063810768368128601e-01
-2.178165664678820335e+00 -7.468987719140490755e-01 1.066750622469449516e-01
-2.174171847725647755e+00 -7.464721431779803851e-01 1.069697370820299615e-01
-2.170183933546072197e+00 -7.460449684756675914e-01 1.072651024510620221e-01
-2.166201913814573832e+00 -7.456172476437920027e-01 1.075611594626993683e-01
-2.162225780218346216e+00 -7.451889805208320450e-01 1.078579092252540672e-01
-2.158255524457281194e+00 -7.447601669470690355e-01 1.081553528466811243e-01
-2.154291138243948467e+00 -7.443308067645928450e-01 1.084534914345674922e-01
-2.150332613303575169e+00 -7.439008998173093357e-01 1.087523260961197752e-01
-2.146379941374034317e+00 -7.434704459509448027e-01 1.090518579381552361e-01
-2.142433114205819056e+00 -7.430394450130535233e-01 1.093520880670885292e-01
-2.138492123562030223e+00 -7.426078968530225310e-01 1.096530175889224995e-01
-2.134556961218353255e+00 -7.421758013220789429e-01 1.099546476092346514e-01
-2.130627618963044867e+00 -7.417431582732951778e-01 1.102569792331676013e-01
-2.126704088596913067e+00 -7.413099675615956174e-01 1.105600135654176142e-01
-2.122786361933296728e+00 -7.408762290437623799e-01 1.108637517102218362e-01
-2.118874430798052710e+00 -7.404419425784412034e-01 1.111681947713494129e-01
-2.114968287029531879e+00 -7.400071080261485523e-01 1.114733438520869035e-01
-2.111067922478566228e+00 -7.395717252492766125e-01 1.117792000552294135e-01
-2.107173329008449336e+00 -7.391357941121000641e-01 1.120857644830678124e-01
-2.103284498494915944e+00 -7.386993144807822986e-01 1.123930382373769937e-01
-2.099401422826127739e+00 -7.382622862233807481e-01 1.127010224194053001e-01
-2.095524093902652929e+00 -7.378247092098548787e-01 1.130097181298609088e-01
-2.091652503637451588e+00 -7.373865833120694102e-01 1.133191264689033251e-01
-2.087786643955852117e+00 -7.369479084038035310e-01 1.136292485361276861e-01
-2.083926506795540590e+00 -7.365086843607548950e-01 1.139400854305563787e-01
-2.080072084106536323e+00 -7.360689110605470598e-01 1.142516382506251760e-01
-2.076223367851180779e+00 -7.356285883827347050e-01 1.145639080941721205e-01
-2.072380350004113136e+00 -7.351877162088108486e-01 1.148768960584255483e-01
-2.068543022552258304e+00 -7.347462944222118431e-01 1.151906032399922508e-01
-2.064711377494805156e+00 -7.343043229083247025e-01 1.155050307348445826e-01
-2.060885406843192325e+00 -7.338618015544924322e-01 1.158201796383094839e-01
-2.057065102621086439e+00 -7.334187302500205785e-01 1.161360510450567540e-01
-2.053250456864369689e+00 -7.329751088861831132e-01 1.164526460490852289e-01
-2.049441461621118510e+00 -7.325309373562297610e-01 1.167699657437115540e-01
-2.045638108951586709e+00 -7.320862155553902184e-01 1.170880112215587215e-01
-2.041840390928189919e+00 -7.316409433808825913e-01 1.174067835745424837e-01
-2.038048299635485616e+00 -7.311951207319175028e-01 1.177262838938598483e-01
-2.034261827170157577e+00 -7.307487475097056429e-01 1.180465132699769909e-01
-2.030480965640996338e+00 -7.303018236174643185e-01 1.183674727926148917e-01
-2.026705707168885429e+00 -7.298543489604216727e-01 1.186891635507410225e-01
-2.022936043886779167e+00 -7.294063234458256773e-01 1.190115866325513333e-01
-2.019171967939690227e+00 -7.289577469829473522e-01 1.193347431254634383e-01
-2.015413471484669650e+00 -7.285086194830900919e-01 1.196586341160994493e-01
-2.011660546690788642e+00 -7.280589408595929957e-01 1.199832606902762888e-01
-2.007913185739124806e+00 -7.276087110278397496e-01 1.203086239329915486e-01
-2.004171380822740822e+00 -7.271579299052626233e-01 1.206347249284113465e-01
-2.000435124146671129e+00 -7.267065974113497973e-01 1.209615647598578508e-01
-1.996704407927901492e+00 -7.262547134676520244e-01 1.212891445097965260e-01
-1.992979224395353022e+00 -7.258022779977879591e-01 1.216174652598215750e-01
-1.989259565789867734e+00 -7.253492909274507072e-01 1.219465280906467802e-01
-1.985545424364185907e+00 -7.248957521844143770e-01 1.222763340820882255e-01
-1.981836792382934531e+00 -7.244416616985401847e-01 1.226068843130551644e-01
-1.978133662122606884e+00 -7.239870194017823390e-01 1.229381798615342830e-01
-1.974436025871546541e+00 -7.235318252281950357e-01 1.232702218045785558e-01
-1.970743875929930722e+00 -7.230760791139376753e-01 1.236030112182935486e-01
-1.967057204609752752e+00 -7.226197809972826347e-01 1.239365491778235406e-01
-1.963376004234805849e+00 -7.221629308186201524e-01 1.242708367573393119e-01
-1.959700267140664698e+00 -7.217055285204651005e-01 1.246058750300250706e-01
-1.956029985674671456e+00 -7.212475740474634245e-01 1.249416650680649082e-01
-1.952365152195914888e+00 -7.207890673463984710e-01 1.252782079426287276e-01
-1.948705759075217481e+00 -7.203300083661967612e-01 1.256155047238604328e-01
-1.945051798695116130e+00 -7.198703970579348743e-01 1.259535564808634545e-01
-1.941403263449845928e+00 -7.194102333748451095e-01 1.262923642816883019e-01
-1.937760145745324181e+00 -7.189495172723225913e-01 1.266319291933180879e-01
-1.934122437999132638e+00 -7.184882487079307101e-01 1.269722522816553734e-01
-1.930490132640501288e+00 -7.180264276414083380e-01 1.273133346115094544e-01
-1.926863222110292373e+00 -7.175640540346749363e-01 1.276551772465817358e-01
-1.923241698860981952e+00 -7.171011278518377718e-01 1.279977812494525746e-01
-1.919625555356645030e+00 -7.166376490591984671e-01 1.283411476815673746e-01
-1.916014784072937571e+00 -7.161736176252579966e-01 1.286852776032239021e-01
-1.912409377497081620e+00 -7.157090335207243470e-01 1.290301720735568813e-01
-1.908809328127846872e+00 -7.152438967185177354e-01 1.293758321505260045e-01
-1.905214628475535577e+00 -7.147782071937780479e-01 1.297222588909004437e-01
-1.901625271061965217e+00 -7.143119649238703905e-01 1.300694533502462780e-01
-1.898041248420452076e+00 -7.138451698883914176e-01 1.304174165829119214e-01
-1.894462553095795698e+00 -7.133778220691756600e-01 1.307661496420145786e-01
-1.890889177644260899e+00 -7.129099214503025195e-01 1.311156535794253397e-01
-1.887321114633562891e+00 -7.124414680181013759e-01 1.314659294457571070e-01
-1.883758356642850185e+00 -7.119724617611591366e-01 1.318169782903479692e-01
-1.880200896262687937e+00 -7.115029026703255655e-01 1.321688011612496549e-01
-1.876648726095042186e+00 -7.110327907387201662e-01 1.325213991052112683e-01
-1.873101838753263637e+00 -7.105621259617385110e-01 1.328747731676661603e-01
-1.869560226862070795e+00 -7.100909083370582353e-01 1.332289243927177180e-01
-1.866023883057533972e+00 -7.096191378646456993e-01 1.335838538231245987e-01
-1.862492799987059078e+00 -7.091468145467617612e-01 1.339395625002872126e-01
-1.858966970309372080e+00 -7.086739383879689935e-01 1.342960514642323744e-01
-1.855446386694501237e+00 -7.082005093951373453e-01 1.346533217535992588e-01
-1.851931041823762891e+00 -7.077265275774503595e-01 1.350113744056256337e-01
-1.848420928389743256e+00 -7.072519929464122779e-01 1.353702104561324004e-01
-1.844916039096284432e+00 -7.067769055158537039e-01 1.357298309395092439e-01
-1.841416366658466419e+00 -7.063012653019378195e-01 1.360902368887013381e-01
-1.837921903802593349e+00 -7.058250723231669355e-01 1.364514293351929974e-01
-1.834432643266173946e+00 -7.053483266003897079e-01 1.368134093089934944e-01
-1.830948577797909316e+00 -7.048710281568058011e-01 1.371761778386226538e-01
-1.827469700157674737e+00 -7.043931770179732155e-01 1.375397359510974193e-01
-1.823996003116503895e+00 -7.039147732118150591e-01 1.379040846719133961e-01
-1.820527479456574005e+00 -7.034358167686244334e-01 1.382692250250347199e-01
-1.817064121971188273e+00 -7.029563077210723154e-01 1.386351580328755162e-01
-1.813605923464762126e+00 -7.024762461042126649e-01 1.390018847162866611e-01
-1.810152876752805007e+00 -7.019956319554898627e-01 1.393694060945408764e-01
-1.806704974661905716e+00 -7.015144653147442622e-01 1.397377231853164092e-01
-1.803262210029717982e+00 -7.010327462242180729e-01 1.401068370046844314e-01
-1.799824575704940921e+00 -7.005504747285635769e-01 1.404767485670916083e-01
-1.796392064547307710e+00 -7.000676508748474580e-01 1.408474588853465270e-01
-1.792964669427566715e+00 -6.995842747125580185e-01 1.412189689706033757e-01
