# delta_L(z=0)            delta_SC                  ddelta_SC/ddelta_L
1.017521325506529184e+00 3.912957648356160334e+00 1.290329685284062933e+01
1.018537576771289421e+00 3.926098586883141728e+00 1.295834997342041639e+01
1.019553429595750682e+00 3.939290451152134942e+00 1.301370275075765548e+01
1.020568882350814111e+00 3.952533481182358699e+00 1.306935709273319723e+01
1.021583933408899858e+00 3.965827918324460022e+00 1.312531492103125430e+01
1.022598581143949970e+00 3.979174005268930614e+00 1.318157817125057640e+01
1.023612823931433713e+00 3.992571986054606725e+00 1.323814879301675340e+01
1.024626660148353796e+00 4.006022106077261391e+00 1.329502875009552909e+01
1.025640088173248143e+00 4.019524612098166472e+00 1.335222002050691259e+01
1.026653106386193004e+00 4.033079752252762162e+00 1.340972459664034311e+01
1.027665713168808281e+00 4.046687776059399333e+00 1.346754448537101645e+01
1.028677906904263528e+00 4.060348934428177792e+00 1.352568170817730930e+01
1.029689685977280389e+00 4.074063479669749910e+00 1.358413830125894961e+01
1.030701048774134598e+00 4.087831665504249479e+00 1.364291631565637175e+01
1.031711993682662420e+00 4.101653747070288958e+00 1.370201781737126723e+01
1.032722519092265534e+00 4.115529980934024223e+00 1.376144488748814965e+01
1.033732623393914807e+00 4.129460625098254845e+00 1.382119962229693044e+01
1.034742304980150740e+00 4.143445939011582979e+00 1.388128413341648937e+01
1.035751562245091240e+00 4.157486183577671746e+00 1.394170054791960389e+01
1.036760393584435391e+00 4.171581621164590636e+00 1.400245100845898349e+01
1.037768797395467901e+00 4.185732515614152938e+00 1.406353767339417438e+01
1.038776772077059984e+00 4.199939132251368612e+00 1.412496271691975025e+01
1.039784316029675582e+00 4.214201737893946031e+00 1.418672832919467375e+01
1.040791427655376911e+00 4.228520600861926937e+00 1.424883671647292438e+01
1.041798105357827797e+00 4.242895990987292087e+00 1.431129010123510703e+01
1.042804347542294119e+00 4.257328179623669939e+00 1.437409072232116003e+01
1.043810152615651354e+00 4.271817439656147464e+00 1.443724083506456424e+01
1.044815518986389913e+00 4.286364045511158238e+00 1.450074271142767657e+01
1.045820445064616466e+00 4.300968273166382083e+00 1.456459864013810979e+01
1.046824929262057946e+00 4.315630400160732627e+00 1.462881092682635753e+01
1.047828969992065540e+00 4.330350705604456785e+00 1.469338189416483687e+01
1.048832565669621797e+00 4.345129470189308840e+00 1.475831388200822225e+01
1.049835714711342405e+00 4.359966976198742294e+00 1.482360924753479914e+01
1.050838415535478187e+00 4.374863507518189643e+00 1.488927036538912851e+01
1.051840666561921767e+00 4.389819349645446955e+00 1.495529962782617162e+01
1.052842466212212225e+00 4.404834789701169484e+00 1.502169944485681441e+01
1.053843812909537991e+00 4.419910116439340619e+00 1.508847224439436552e+01
1.054844705078739286e+00 4.435045620257853649e+00 1.515562047240247168e+01
1.055845141146313448e+00 4.450241593209236513e+00 1.522314659304461060e+01
1.056845119540420930e+00 4.465498329011388989e+00 1.529105308883483261e+01
1.057844638690887740e+00 4.480816123058429135e+00 1.535934246078980081e+01
1.058843697029206776e+00 4.496195272431553036e+00 1.542801722858207292e+01
1.059842292988545154e+00 4.511636075910060661e+00 1.549707993069512568e+01
1.060840425003748200e+00 4.527138833982454535e+00 1.556653312457969207e+01
1.061838091511343229e+00 4.542703848857553517e+00 1.563637938681135076e+01
1.062835290949541101e+00 4.558331424475718485e+00 1.570662131324958111e+01
1.063832021758241542e+00 4.574021866520182833e+00 1.577726151919842046e+01
1.064828282379039592e+00 4.589775482428467335e+00 1.584830263956864727e+01
1.065824071255227157e+00 4.605592581403855412e+00 1.591974732904122725e+01
1.066819386831797001e+00 4.621473474426923467e+00 1.599159826223221437e+01
1.067814227555445195e+00 4.637418474267218649e+00 1.606385813385941930e+01
1.068808591874580216e+00 4.653427895495013011e+00 1.613652965891060376e+01
1.069802478239322951e+00 4.669502054493117171e+00 1.620961557281300713e+01
1.070795885101510247e+00 4.685641269468748149e+00 1.628311863160437056e+01
1.071788810914700019e+00 4.701845860465563298e+00 1.635704161210584573e+01
1.072781254134176354e+00 4.718116149375770618e+00 1.643138731209644021e+01
1.073773213216952849e+00 4.734452459952267489e+00 1.650615855048885905e+01
1.074764686621775045e+00 4.750855117820894868e+00 1.658135816750693081e+01
1.075755672809123764e+00 4.767324450492803400e+00 1.665698902486496991e+01
1.076746170241224432e+00 4.783860787376938539e+00 1.673305400594875891e+01
1.077736177382045524e+00 4.800464459792544325e+00 1.680955601599792715e+01
1.078725692697303673e+00 4.817135800981774629e+00 1.688649798229011623e+01
1.079714714654468111e+00 4.833875146122442956e+00 1.696388285432698595e+01
1.080703241722766217e+00 4.850682832340860173e+00 1.704171360402197166e+01
1.081691272373186186e+00 4.867559198724741520e+00 1.711999322588962613e+01
1.082678805078478801e+00 4.884504586336166909e+00 1.719872473723655659e+01
1.083665838313163432e+00 4.901519338224732181e+00 1.727791117835453960e+01
1.084652370553533807e+00 4.918603799440771418e+00 1.735755561271532343e+01
1.085638400277659343e+00 4.935758317048636989e+00 1.743766112716702921e+01
1.086623925965388704e+00 4.952983240140073740e+00 1.751823083213242782e+01
1.087608946098354012e+00 4.970278919847746835e+00 1.759926786180919223e+01
1.088593459159977961e+00 4.987645709358869084e+00 1.768077537437215696e+01
1.089577463635474253e+00 5.005083963928882440e+00 1.776275655217710892e+01
1.090560958011851156e+00 5.022594040895235423e+00 1.784521460196653209e+01
1.091543940777917499e+00 5.040176299691315087e+00 1.792815275507752659e+01
1.092526410424286221e+00 5.057831101860502443e+00 1.801157426765164615e+01
1.093508365443378372e+00 5.075558811070240317e+00 1.809548242084646930e+01
1.094489804329424665e+00 5.093359793126258417e+00 1.817988052104914587e+01
1.095470725578471916e+00 5.111234415986900537e+00 1.826477190009214624e+01
1.096451127688386373e+00 5.129183049777622294e+00 1.835015991547118830e+01
1.097431009158858828e+00 5.147206066805488867e+00 1.843604795056477741e+01
1.098410368491404387e+00 5.165303841573809507e+00 1.852243941485588152e+01
1.099389204189369806e+00 5.183476750796940813e+00 1.860933774415599373e+01
1.100367514757937704e+00 5.201725173415179704e+00 1.869674640083125183e+01
1.101345298704129450e+00 5.220049490609729226e+00 1.878466887403039820e+01
1.102322554536807164e+00 5.238450085817781599e+00 1.887310867991499919e+01
1.103299280766679491e+00 5.256927344747752251e+00 1.896206936189195247e+01
1.104275475906306481e+00 5.275481655394645308e+00 1.905155449084830366e+01
1.105251138470103145e+00 5.294113408055483916e+00 1.914156766538804533e+01
1.106226266974339900e+00 5.312822995344819610e+00 1.923211251207093042e+01
1.107200859937149229e+00 5.331610812210473505e+00 1.932319268565412784e+01
1.108174915878530342e+00 5.350477255949344091e+00 1.941481186933595637e+01
1.109148433320352956e+00 5.369422726223315401e+00 1.950697377500169338e+01
1.110121410786357510e+00 5.388447625075257541e+00 1.959968214347176030e+01
1.111093846802161833e+00 5.407552356945234173e+00 1.969294074475253709e+01
1.112065739895266470e+00 5.426737328686802364e+00 1.978675337828951442e+01
1.113037088595056234e+00 5.446002949583408359e+00 1.988112387322260233e+01
1.114007891432803543e+00 5.465349631364880167e+00 1.997605608864389382e+01
1.114978146941673076e+00 5.484777788224134198e+00 2.007155391385811782e+01
1.115947853656727107e+00 5.504287836833981373e+00 2.016762126864560756e+01
1.116917010114927722e+00 5.523880196364021167e+00 2.026426210352751411e+01
1.117885614855139709e+00 5.543555288497653777e+00 2.036148040003347148e+01
1.118853666418135662e+00 5.563313537449289470e+00 2.045928017097221030e+01
1.119821163346600867e+00 5.583155369981684046e+00 2.055766546070468692e+01
1.120788104185135747e+00 5.603081215423348027e+00 2.065664034541957150e+01
1.121754487480258744e+00 5.623091505686102387e+00 2.075620893341139706e+01
1.122720311780410318e+00 5.643186675282791498e+00 2.085637536536154713e+01
1.123685575635960276e+00 5.663367161345193246e+00 2.095714381462215314e+01
1.124650277599207548e+00 5.683633403641931814e+00 2.105851848750221933e+01
1.125614416224384851e+00 5.703985844596602739e+00 2.116050362355662529e+01
1.126577990067662016e+00 5.724424929306033860e+00 2.126310349587811643e+01
1.127540997687152657e+00 5.744951105558742555e+00 2.136632241139224320e+01
1.128503437642916163e+00 5.765564823853420506e+00 2.147016471115465208e+01
1.129465308496958809e+00 5.786266537417598776e+00 2.157463477065139656e+01
1.130426608813240419e+00 5.807056702226518929e+00 2.167973700010244187e+01
1.131387337157679696e+00 5.827935777022117847e+00 2.178547584476793020e+01
1.132347492098154884e+00 5.848904223332127117e+00 2.189185578525740894e+01
1.133307072204507993e+00 5.869962505489320748e+00 2.199888133784174826e+01
1.134266076048548122e+00 5.891111090650939630e+00 2.210655705476852262e+01
1.135224502204058794e+00 5.912350448818309623e+00 2.221488752458048310e+01
1.136182349246798395e+00 5.933681052856541349e+00 2.232387737243680803e+01
1.137139615754503064e+00 5.955103378514333023e+00 2.243353126043730228e+01
1.138096300306892239e+00 5.976617904444064600e+00 2.254385388795029499e+01
1.139052401485673549e+00 5.998225112222008271e+00 2.265484999194363169e+01
1.140007917874544807e+00 6.019925486368611800e+00 2.276652434731846242e+01
1.140962848059197787e+00 6.041719514369006561e+00 2.287888176724651501e+01
1.141917190627320222e+00 6.063607686693648802e+00 2.299192710351069024e+01
1.142870944168604685e+00 6.085590496819215822e+00 2.310566524684931622e+01
1.143824107274748147e+00 6.107668441249530566e+00 2.322010112730310283e+01
1.144776678539455528e+00 6.129842019536679842e+00 2.333523971456573420e+01
1.145728656558444580e+00 6.152111734302353696e+00 2.345108601833804585e+01
1.146680039929451000e+00 6.174478091259369528e+00 2.356764508868588592e+01
1.147630827252230201e+00 6.196941599233279696e+00 2.368492201640090045e+01
1.148581017128560422e+00 6.219502770184137219e+00 2.380292193336503104e+01
1.149530608162247836e+00 6.242162119228538586e+00 2.392165001291881765e+01
1.150479598959130323e+00 6.264920164661805124e+00 2.404111147023344586e+01
1.151427988127081470e+00 6.287777427980286049e+00 2.416131156268601998e+01
1.152375774276011677e+00 6.310734433903829377e+00 2.428225559023847779e+01
1.153322956017873935e+00 6.333791710398509522e+00 2.440394889582077198e+01
1.154269531966668039e+00 6.356949788699512993e+00 2.452639686571756883e+01
1.155215500738444367e+00 6.380209203334167078e+00 2.464960492995872343e+01
1.156160860951304103e+00 6.403570492145112425e+00 2.477357856271323300e+01
1.157105611225405450e+00 6.427034196313761605e+00 2.489832328268784067e+01
1.158049750182969628e+00 6.450600860383923774e+00 2.502384465352923826e+01
1.158993276448281318e+00 6.474271032285550120e+00 2.515014828423016979e+01
1.159936188647691546e+00 6.498045263358670276e+00 2.527723982953926551e+01
1.160878485409623240e+00 6.521924108377592511e+00 2.540512499037561867e+01
1.161820165364575885e+00 6.545908125575265579e+00 2.553380951424720990e+01
1.162761227145127974e+00 6.569997876667827974e+00 2.566329919567332851e+01
1.163701669385937887e+00 6.594193926879275303e+00 2.579359987661101528e+01
1.164641490723751671e+00 6.618496844966444748e+00 2.592471744688617363e+01
1.165580689797405256e+00 6.642907203244192260e+00 2.605665784462917500e+01
1.166519265247828674e+00 6.667425577610678111e+00 2.618942705671407012e+01
1.167457215718046948e+00 6.692052547572875376e+00 2.632303111920240823e+01
1.168394539853185865e+00 6.716788696272323556e+00 2.645747611779184894e+01
1.169331236300476862e+00 6.741634610511156644e+00 2.659276818826930011e+01
1.170267303709258799e+00 6.766590880778166728e+00 2.672891351696798878e+01
1.171202740730980851e+00 6.791658101275159787e+00 2.686591834122936717e+01
1.172137546019206722e+00 6.816836869943552202e+00 2.700378894986984335e+01
1.173071718229620419e+00 6.842127788491185747e+00 2.714253168365230096e+01
1.174005256020027810e+00 6.867531462419317556e+00 2.728215293576199585e+01
1.174938158050359727e+00 6.893048501049759302e+00 2.742265915228700379e+01
1.175870422982675079e+00 6.918679517552368985e+00 2.756405683270410734e+01
1.176802049481168178e+00 6.944425128972757655e+00 2.770635253036963874e+01
1.177733036212169182e+00 6.970285956260087623e+00 2.784955285301454708e+01
1.178663381844146985e+00 6.996262624295177091e+00 2.799366446324474467e+01
1.179593085047714318e+00 7.022355761918833039e+00 2.813869407904677189e+01
1.180522144495631531e+00 7.048566001960470118e+00 2.828464847429865259e+01
1.181450558862811029e+00 7.074893981266834331e+00 2.843153447928537503e+01
1.182378326826317050e+00 7.101340340731004730e+00 2.857935898121969842e+01
1.183305447065371885e+00 7.127905725321657116e+00 2.872812892476853719e+01
1.184231918261360317e+00 7.154590784112620838e+00 2.887785131258484483e+01
1.185157739097832952e+00 7.181396170312547511e+00 2.902853320584432240e+01
1.186082908260505775e+00 7.208322541294844399e+00 2.918018172478755545e+01
1.187007424437268144e+00 7.235370558627931104e+00 2.933280404926820850e+01
1.187931286318185453e+00 7.262540888105718295e+00 2.948640741930671538e+01
1.188854492595502910e+00 7.289834199778296053e+00 2.964099913564917799e+01
1.189777041963645976e+00 7.317251167982828264e+00 2.979658656033195285e+01
1.190698933119226144e+00 7.344792471374791631e+00 2.995317711725235910e+01
1.191620164761046263e+00 7.372458792959495355e+00 3.011077829274543305e+01
1.192540735590102319e+00 7.400250820123742912e+00 3.026939763616584500e+01
1.193460644309584984e+00 7.428169244667763849e+00 3.042904276047594081e+01
1.194379889624885172e+00 7.456214762837490184e+00 3.058972134284014999e+01
1.195298470243598699e+00 7.484388075357097492e+00 3.075144112522559325e+01
1.196216384875528504e+00 7.512689887461721838e+00 3.091420991500826787e+01
1.197133632232686207e+00 7.541120908930453837e+00 3.107803558558545021e+01
1.198050211029298096e+00 7.569681854119677311e+00 3.124292607699493729e+01
1.198966119981808687e+00 7.598373441996685074e+00 3.140888939654059442e+01
1.199881357808883831e+00 7.627196396173502535e+00 3.157593361942392818e+01
1.200795923231412043e+00 7.656151444940942241e+00 3.174406688938187671e+01
1.201709814972509838e+00 7.685239321303075855e+00 3.191329741933209974e+01
1.202623031757526828e+00 7.714460763011969036e+00 3.208363349202453207e+01
1.203535572314046842e+00 7.743816512602601065e+00 3.225508346069938170e+01
1.204447435371890807e+00 7.773307317428091778e+00 3.242765574975184251e+01
1.205358619663121189e+00 7.802933929695310411e+00 3.260135885540414336e+01
1.206269123922046882e+00 7.832697106500749129e+00 3.277620134638463867e+01
1.207178946885225868e+00 7.862597609866639914e+00 3.295219186461337557e+01
1.208088087291465884e+00 7.892636206777334351e+00 3.312933912589467411e+01
1.208996543881831309e+00 7.922813669216107968e+00 3.330765192061753055e+01
1.209904315399645380e+00 7.953130774202250564e+00 3.348713911446331792e+01
1.210811400590494191e+00 7.983588303828371480e+00 3.366780964912013019e+01
1.211717798202228469e+00 8.014187045298031720e+00 3.384967254300471495e+01
1.212623506984967570e+00 8.044927790963740222e+00 3.403273689199232876e+01
1.213528525691105031e+00 8.075811338365321390e+00 3.421701187015438705e+01
1.214432853075309904e+00 8.106838490268470920e+00 3.440250673050302055e+01
1.215336487894529638e+00 8.138010054703631369e+00 3.458923080574350450e+01
1.216239428907994080e+00 8.169326845005308257e+00 3.477719350903519313e+01
1.217141674877220803e+00 8.200789679851704150e+00 3.496640433476025578e+01
1.218043224566016214e+00 8.232399383304571217e+00 3.515687285929994488e+01
1.218944076740478888e+00 8.264156784849417292e+00 3.534860874181898538e+01
1.219844230169003563e+00 8.296062719436148925e+00 3.554162172505882467e+01
1.220743683622285802e+00 8.328118027520014621e+00 3.573592163613904660e+01
1.221642435873323773e+00 8.360323555102862514e+00 3.593151838736681469e+01
1.222540485697421131e+00 8.392680153774659146e+00 3.612842197705459313e+01
1.223437831872191239e+00 8.425188680755534065e+00 3.632664249034727533e+01
1.224334473177561611e+00 8.457849998938117508e+00 3.652619010005788880e+01
1.225230408395776349e+00 8.490664976930180075e+00 3.672707506751154227e+01
1.226125636311397704e+00 8.523634489097590361e+00 3.692930774339820488e+01
1.227020155711311178e+00 8.556759415607762875e+00 3.713289856863522687e+01
1.227913965384729966e+00 8.590040642473455890e+00 3.733785807523879896e+01
1.228807064123197623e+00 8.623479061596849959e+00 3.754419688720418691e+01
1.229699450720588283e+00 8.657075570813995924e+00 3.775192572139517466e+01
1.230591123973113543e+00 8.690831073939721207e+00 3.796105538844348359e+01
1.231482082679325574e+00 8.724746480812950011e+00 3.817159679365792613e+01
1.232372325640119559e+00 8.758822707342254432e+00 3.838356093794230617e+01
1.233261851658735697e+00 8.793060675551862104e+00 3.859695891872340923e+01
1.234150659540764527e+00 8.827461313628083062e+00 3.881180193088909647e+01
1.235038748094149819e+00 8.862025555966171808e+00 3.902810126773670873e+01
1.235926116129192343e+00 8.896754343217489591e+00 3.924586832193071473e+01
1.236812762458550541e+00 8.931648622337032606e+00 3.946511458647071180e+01
1.237698685897246520e+00 8.966709346631494881e+00 3.968585165567021278e+01
1.238583885262668938e+00 9.001937475807734401e+00 3.990809122614609805e+01
1.239468359374576556e+00 9.037333976021558968e+00 4.013184509781789444e+01
1.240352107055098907e+00 9.072899819926886877e+00 4.035712517491762696e+01
1.241235127128741622e+00 9.108635986725483136e+00 4.058394346701123112e+01
1.242117418422390873e+00 9.144543462217102459e+00 4.081231209003114913e+01
1.242998979765315815e+00 9.180623238849928924e+00 4.104224326731881689e+01
1.243879809989169027e+00 9.216876315771477479e+00 4.127374933067865470e+01
1.244759907927993181e+00 9.253303698880035455e+00 4.150684272144423659e+01
1.245639272418223253e+00 9.289906400876535741e+00 4.174153599155550154e+01
1.246517902298690528e+00 9.326685441316765690e+00 4.197784180464714865e+01
1.247395796410623703e+00 9.363641846664034318e+00 4.221577293714864965e+01
1.248272953597652890e+00 9.400776650342383078e+00 4.245534227939688066e+01
1.249149372705814720e+00 9.438090892790278019e+00 4.269656283676073372e+01
1.250025052583554563e+00 9.475585621514643009e+00 4.293944773077717514e+01
1.250899992081728085e+00 9.513261891145340599e+00 4.318401020029945414e+01
1.251774190053604796e+00 9.551120763490262178e+00 4.343026360265874075e+01
1.252647645354874939e+00 9.589163307590881757e+00 4.367822141483802056e+01
1.253520356843649264e+00 9.627390599778186342e+00 4.392789723465827478e+01
1.254392323380461471e+00 9.665803723729057495e+00 4.417930478197727240e+01
1.255263543828272876e+00 9.704403770523297723e+00 4.443245789990226058e+01
1.256134017052477292e+00 9.743191838701106278e+00 4.468737055601582853e+01
1.257003741920902140e+00 9.782169034321002599e+00 4.494405684361442610e+01
1.257872717303811116e+00 9.821336471018174308e+00 4.520253098296014826e+01
1.258740942073907521e+00 9.860695270063482454e+00 4.546280732254699330e+01
1.259608415106340473e+00 9.900246560423033415e+00 4.572490034038126794e+01
1.260475135278704473e+00 9.939991478818042125e+00 4.598882464527474667e+01
1.261341101471043835e+00 9.979931169785290379e+00 4.625459497815202070e+01
1.262206312565854915e+00 1.002006678573824416e+01 4.652222621337326558e+01
1.263070767448091658e+00 1.006039948702864528e+01 4.679173336007129080e+01
1.263934465005168262e+00 1.010093044200857548e+01 4.706313156350235261e+01
1.264797404126958513e+00 1.014166082709297712e+01 4.733643610641161814e+01
1.265659583705802893e+00 1.018259182682299091e+01 4.761166241041517821e+01
1.266521002636511462e+00 1.022372463392969699e+01 4.788882603739632060e+01
1.267381659816365858e+00 1.026506044939837103e+01 4.816794269091693081e+01
1.268241554145121741e+00 1.030660048253329464e+01 4.844902821764430456e+01
1.269100684525013012e+00 1.034834595102324073e+01 4.873209860879433108e+01
1.269959049860755140e+00 1.039029808100755226e+01 4.901717000159074189e+01
1.270816649059548942e+00 1.043245810714265787e+01 4.930425868073976403e+01
1.271673481031080577e+00 1.047482727266918978e+01 4.959338107992073930e+01
1.272529544687526659e+00 1.051740682947981043e+01 4.988455378329427248e+01
1.273384838943559583e+00 1.056019803818765723e+01 5.017779352702723372e+01
1.274239362716347079e+00 1.060320216819521022e+01 5.047311720083329334e+01
1.275093114925556215e+00 1.064642049776383459e+01 5.077054184953122729e+01
1.275946094493356275e+00 1.068985431408401610e+01 5.107008467462068069e+01
1.276798300344424764e+00 1.073350491334625900e+01 5.137176303587605730e+01
1.277649731405946731e+00 1.077737360081244233e+01 5.167559445295687937e+01
1.278500386607618777e+00 1.082146169088781917e+01 5.198159660703602469e+01
1.279350264881652599e+00 1.086577050719381354e+01 5.228978734244731186e+01
1.280199365162779213e+00 1.091030138264143368e+01 5.260018466835134632e+01
1.281047686388250506e+00 1.095505565950522353e+01 5.291280676041881748e+01
1.281895227497841683e+00 1.100003468949784491e+01 5.322767196253281696e+01
1.282741987433854591e+00 1.104523983384547492e+01 5.354479878851107344e+01
1.283587965141123943e+00 1.109067246336391044e+01 5.386420592384759232e+01
1.284433159567015981e+00 1.113633395853514330e+01 5.418591222747261327e+01
1.285277569661433583e+00 1.118222570958467799e+01 5.450993673353241320e+01
1.286121194376817822e+00 1.122834911655963630e+01 5.483629865319008445e+01
1.286964032668154179e+00 1.127470558940761869e+01 5.516501737644658476e+01
1.287806083492973430e+00 1.132129654805605590e+01 5.549611247398122060e+01
1.288647345811352984e+00 1.136812342249233154e+01 5.582960369901270070e+01
1.289487818585921763e+00 1.141518765284472003e+01 5.616551098918230878e+01
1.290327500781864867e+00 1.146249068946411676e+01 5.650385446845853465e+01
1.291166391366924016e+00 1.151003399300628338e+01 5.684465444906178533e+01
1.292004489311400439e+00 1.155781903451486947e+01 5.718793143341089547e+01
1.292841793588158650e+00 1.160584729550532757e+01 5.753370611609299345e+01
1.293678303172630439e+00 1.165412026804957257e+01 5.788199938585528059e+01
1.294514017042817100e+00 1.170263945486129664e+01 5.823283232761880157e+01
1.295348934179290756e+00 1.175140636938196259e+01 5.858622622451429152e+01
1.296183053565199028e+00 1.180042253586785783e+01 5.894220255994314783e+01
1.297016374186268139e+00 1.184968948947777179e+01 5.930078301966094756e+01
1.297848895030806249e+00 1.189920877636149754e+01 5.966198949388426342e+01
1.298680615089703894e+00 1.194898195374896233e+01 6.002584407942085676e+01
1.299511533356438431e+00 1.199901059004045401e+01 6.039236908182575547e+01
1.300341648827078478e+00 1.204929626489757943e+01 6.076158701758167524e+01
1.301170960500285245e+00 1.209984056933494045e+01 6.113352061630315148e+01
1.301999467377314978e+00 1.215064510581261104e+01 6.150819282296598089e+01
1.302827168462021845e+00 1.220171148832966423e+01 6.188562680016325857e+01
1.303654062760863708e+00 1.225304134251847898e+01 6.226584593038728599e+01
1.304480149282901680e+00 1.230463630573981249e+01 6.264887381833631963e+01
1.305305427039803901e+00 1.235649802717870749e+01 6.303473429324797905e+01
1.306129895045848643e+00 1.240862816794142809e+01 6.342345141126046570e+01
1.306953552317927869e+00 1.246102840115330679e+01 6.381504945780084626e+01
1.307776397875550778e+00 1.251370041205734296e+01 6.420955295000011631e+01
1.308598430740843366e+00 1.256664589811361488e+01 6.460698663913510131e+01
1.309419649938553087e+00 1.261986656909988014e+01 6.500737551310076867e+01
1.310240054496054185e+00 1.267336414721301630e+01 6.541074479891028659e+01
1.311059643443348133e+00 1.272714036717128394e+01 6.581711996522328434e+01
1.311878415813064969e+00 1.278119697631747620e+01 6.622652672490265502e+01
1.312696370640468624e+00 1.283553573472322284e+01 6.663899103760284959e+01
1.313513506963459809e+00 1.289015841529426432e+01 6.705453911238782894e+01
1.314329823822578458e+00 1.294506680387648245e+01 6.747319741037811980e+01
1.315145320261005502e+00 1.300026269936295265e+01 6.789499264742860873e+01
1.315959995324564868e+00 1.305574791380209909e+01 6.831995179683835318e+01
1.316773848061730812e+00 1.311152427250697095e+01 6.874810209209286427e+01
1.317586877523627242e+00 1.316759361416518459e+01 6.917947102963579198e+01
1.318399082764028840e+00 1.322395779095002055e+01 6.961408637167360780e+01
1.319210462839367937e+00 1.328061866863267682e+01 7.005197614901426562e+01
1.320021016808735403e+00 1.333757812669556309e+01 7.049316866393867542e+01
1.320830743733884205e+00 1.339483805844647613e+01 7.093769249310474834e+01
1.321639642679229842e+00 1.345240037113381781e+01 7.138557649048489395e+01
1.322447712711855239e+00 1.351026698606309751e+01 7.183684979033981222e+01
1.323254952901514514e+00 1.356843983871451442e+01 7.229154181022673242e+01
1.324061362320633206e+00 1.362692087886139269e+01 7.274968225404163036e+01
1.324866940044312935e+00 1.368571207068984208e+01 7.321130111509721416e+01
1.325671685150331403e+00 1.374481539291959109e+01 7.367642867923852634e+01
1.326475596719150163e+00 1.380423283892605113e+01 7.414509552799479764e+01
1.327278673833913292e+00 1.386396641686327413e+01 7.461733254176755281e+01
1.328080915580450272e+00 1.392401814978806485e+01 7.509317090305570730e+01
1.328882321047279991e+00 1.398439007578551596e+01 7.557264209972061053e+01
1.329682889325614070e+00 1.404508424809561440e+01 7.605577792828921702e+01
1.330482619509359532e+00 1.410610273524095071e+01 7.654261049729532829e+01
1.331281510695118575e+00 1.416744762115551737e+01 7.703317223065963049e+01
1.332079561982193905e+00 1.422912100531503832e+01 7.752749587111193819e+01
1.332876772472592064e+00 1.429112500286842113e+01 7.802561448365351282e+01
1.333673141271025431e+00 1.435346174477030701e+01 7.852756145905937046e+01
1.334468667484912885e+00 1.441613337791486593e+01 7.903337051742153108e+01
1.335263350224384249e+00 1.447914206527103431e+01 7.954307571173654878e+01
1.336057188602284951e+00 1.454248998601907061e+01 8.005671143153558944e+01
1.336850181734176024e+00 1.460617933568811289e+01 8.057431240655552074e+01
1.337642328738336106e+00 1.467021232629521421e+01 8.109591371045495123e+01
1.338433628735765657e+00 1.473459118648566424e+01 8.162155076457489145e+01
1.339224080850191179e+00 1.479931816167487391e+01 8.215125934174547240e+01
1.340013684208065214e+00 1.486439551419122296e+01 8.268507557013572296e+01
1.340802437938569680e+00 1.492982552342038183e+01 8.322303593714970305e+01
1.341590341173618750e+00 1.499561048595116830e+01 8.376517729337119533e+01
1.342377393047861744e+00 1.506175271572277197e+01 8.431153685655517904e+01
1.343163592698686903e+00 1.512825454417325233e+01 8.486215221566614275e+01
1.343948939266220499e+00 1.519511832038934429e+01 8.541706133496413145e+01
1.344733431893332165e+00 1.526234641125800806e+01 8.597630255814254951e+01
1.345517069725638226e+00 1.532994120161937701e+01 8.653991461251496276e+01
1.346299851911503476e+00 1.539790509442097033e+01 8.710793661325099890e+01
1.347081777602041397e+00 1.546624051087335516e+01 8.768040806766346407e+01
1.347862845951119271e+00 1.553494989060757092e+01 8.825736887954833776e+01
1.348643056115362171e+00 1.560403569183402439e+01 8.883885935357828600e+01
1.349422407254152745e+00 1.567350039150271712e+01 8.942492019974633877e+01
1.350200898529634319e+00 1.574334648546500048e+01 9.001559253786442127e+01
1.350978529106713344e+00 1.581357648863707510e+01 9.061091790211686714e+01
1.351755298153064722e+00 1.588419293516519559e+01 9.121093824567142860e+01
1.352531204839131584e+00 1.595519837859206191e+01 9.181569594534173007e+01
1.353306248338127515e+00 1.602659539202496575e+01 9.242523380630842667e+01
1.354080427826039656e+00 1.609838656830569548e+01 9.303959506689872683e+01
1.354853742481634260e+00 1.617057452018216779e+01 9.365882340342437828e+01
1.355626191486455356e+00 1.624316188048141640e+01 9.428296293507705172e+01
1.356397774024828529e+00 1.631615130228431099e+01 9.491205822888261423e+01
1.357168489283863355e+00 1.638954545910218386e+01 9.554615430471882576e+01
1.357938336453456962e+00 1.646334704505515134e+01 9.618529664039382965e+01
1.358707314726295801e+00 1.653755877505196636e+01 9.682953117678498245e+01
1.359475423297858088e+00 1.661218338497165448e+01 9.747890432304059516e+01
1.360242661366415140e+00 1.668722363184703283e+01 9.813346296184757023e+01
1.361009028133037368e+00 1.676268229405016896e+01 9.879325445476366951e+01
1.361774522801593834e+00 1.683856217147933521e+01 9.945832664761357478e+01
1.362539144578754691e+00 1.691486608574775730e+01 1.001287278759504460e+02
1.363302892673994293e+00 1.699159688037453719e+01 1.008045069705878092e+02
1.364065766299595417e+00 1.706875742097737003e+01 1.014857132631992442e+02
1.364827764670649923e+00 1.714635059546696283e+01 1.021723965919850627e+02
1.365588887005060537e+00 1.722437931424331836e+01 1.028646073074086615e+02
1.366349132523544396e+00 1.730284651039418975e+01 1.035623962780065312e+02
