# variances: var_g = 4.85771e-02 ;  cov_gk = 5.81613e-04 ;  var_k_correlated = 8.96469e-06 ;  var_k_uncorrelated = 4.05325e-05
# shift params: lambda_g = 1.46148e+00 ;  lambda_k_correlated = 2.44045e-02 ;  lambda_k_uncorrelated = 5.73463e-02
# ell          C_gg(ell)          C_gk(ell)          C_kk_correlated(ell)          C_kk_uncorrelated(ell)
382    3.02722e-06    3.63788e-08    5.59717e-10    2.62936e-09
383    3.01536e-06    3.62337e-08    5.57584e-10    2.62035e-09
384    3.00364e-06    3.60901e-08    5.55462e-10    2.61139e-09
385    2.99207e-06    3.59479e-08    5.53353e-10    2.60249e-09
386    2.98064e-06    3.58072e-08    5.51255e-10    2.59365e-09
387    2.96934e-06    3.56679e-08    5.49169e-10    2.58487e-09
388    2.95818e-06    3.55299e-08    5.47095e-10    2.57614e-09
389    2.94714e-06    3.53933e-08    5.45032e-10    2.56746e-09
390    2.93622e-06    3.52580e-08    5.42981e-10    2.55885e-09
391    2.92542e-06    3.51239e-08    5.40941e-10    2.55028e-09
392    2.91474e-06    3.49910e-08    5.38912e-10    2.54177e-09
393    2.90416e-06    3.48594e-08    5.36894e-10    2.53331e-09
394    2.89368e-06    3.47288e-08    5.34887e-10    2.52491e-09
395    2.88330e-06    3.45995e-08    5.32892e-10    2.51656e-09
396    2.87302e-06    3.44712e-08    5.30907e-10    2.50826e-09
397    2.86283e-06    3.43439e-08    5.28932e-10    2.50002e-09
398    2.85272e-06    3.42177e-08    5.26969e-10    2.49182e-09
399    2.84269e-06    3.40925e-08    5.25016e-10    2.48368e-09
400    2.83274e-06    3.39682e-08    5.23074e-10    2.47558e-09
401    2.82286e-06    3.38449e-08    5.21143e-10    2.46754e-09
402    2.81306e-06    3.37225e-08    5.19222e-10    2.45954e-09
403    2.80331e-06    3.36009e-08    5.17312e-10    2.45160e-09
404    2.79363e-06    3.34802e-08    5.15412e-10    2.44370e-09
405    2.78401e-06    3.33604e-08    5.13523e-10    2.43585e-09
406    2.77444e-06    3.32413e-08    5.11644e-10    2.42804e-09
407    2.76492e-06    3.31229e-08    5.09776e-10    2.42029e-09
408    2.75545e-06    3.30053e-08    5.07918e-10    2.41258e-09
409    2.74602e-06    3.28885e-08    5.06071e-10    2.40492e-09
410    2.73664e-06    3.27723e-08    5.04234e-10    2.39730e-09
411    2.72730e-06    3.26568e-08    5.02407e-10    2.38973e-09
412    2.71799e-06    3.25420e-08    5.00591e-10    2.38220e-09
413    2.70872e-06    3.24278e-08    4.98785e-10    2.37472e-09
414    2.69948e-06    3.23142e-08    4.96989e-10    2.36728e-09
415    2.69028e-06    3.22012e-08    4.95204e-10    2.35988e-09
416    2.68110e-06    3.20888e-08    4.93429e-10    2.35253e-09
417    2.67196e-06    3.19770e-08    4.91664e-10    2.34522e-09
418    2.66284e-06    3.18657e-08    4.89910e-10    2.33795e-09
419    2.65374e-06    3.17550e-08    4.88166e-10    2.33072e-09
420    2.64467e-06    3.16448e-08    4.86432e-10    2.32354e-09
421    2.63562e-06    3.15352e-08    4.84709e-10    2.31640e-09
422    2.62660e-06    3.14261e-08    4.82995e-10    2.30929e-09
423    2.61760e-06    3.13174e-08    4.81292e-10    2.30223e-09
424    2.60862e-06    3.12093e-08    4.79599e-10    2.29521e-09
425    2.59966e-06    3.11017e-08    4.77917e-10    2.28822e-09
426    2.59073e-06    3.09945e-08    4.76244e-10    2.28128e-09
427    2.58182e-06    3.08878e-08    4.74582e-10    2.27437e-09
428    2.57293e-06    3.07816e-08    4.72930e-10    2.26750e-09
429    2.56406e-06    3.06759e-08    4.71288e-10    2.26067e-09
430    2.55521e-06    3.05707e-08    4.69656e-10    2.25388e-09
431    2.54639e-06    3.04659e-08    4.68034e-10    2.24713e-09
432    2.53759e-06    3.03616e-08    4.66423e-10    2.24041e-09
433    2.52881e-06    3.02577e-08    4.64821e-10    2.23373e-09
434    2.52006e-06    3.01543e-08    4.63230e-10    2.22708e-09
435    2.51133e-06    3.00514e-08    4.61648e-10    2.22047e-09
436    2.50263e-06    2.99489e-08    4.60077e-10    2.21390e-09
437    2.49396e-06    2.98469e-08    4.58515e-10    2.20736e-09
438    2.48532e-06    2.97454e-08    4.56964e-10    2.20085e-09
439    2.47671e-06    2.96443e-08    4.55422e-10    2.19438e-09
440    2.46812e-06    2.95437e-08    4.53890e-10    2.18795e-09
441    2.45957e-06    2.94436e-08    4.52368e-10    2.18155e-09
442    2.45105e-06    2.93439e-08    4.50856e-10    2.17518e-09
443    2.44257e-06    2.92448e-08    4.49354e-10    2.16884e-09
444    2.43412e-06    2.91460e-08    4.47861e-10    2.16254e-09
445    2.42570e-06    2.90478e-08    4.46378e-10    2.15627e-09
446    2.41733e-06    2.89501e-08    4.44905e-10    2.15004e-09
447    2.40899e-06    2.88528e-08    4.43442e-10    2.14383e-09
448    2.40069e-06    2.87560e-08    4.41988e-10    2.13766e-09
449    2.39243e-06    2.86597e-08    4.40543e-10    2.13152e-09
450    2.38421e-06    2.85639e-08    4.39108e-10    2.12541e-09
451    2.37604e-06    2.84686e-08    4.37683e-10    2.11933e-09
452    2.36791e-06    2.83738e-08    4.36266e-10    2.11329e-09
453    2.35982e-06    2.82794e-08    4.34859e-10    2.10727e-09
454    2.35178e-06    2.81856e-08    4.33462e-10    2.10129e-09
455    2.34379e-06    2.80923e-08    4.32073e-10    2.09533e-09
456    2.33584e-06    2.79995e-08    4.30694e-10    2.08940e-09
457    2.32794e-06    2.79072e-08    4.29324e-10    2.08351e-09
458    2.32009e-06    2.78154e-08    4.27962e-10    2.07764e-09
459    2.31229e-06    2.77241e-08    4.26610e-10    2.07180e-09
460    2.30454e-06    2.76333e-08    4.25266e-10    2.06600e-09
461    2.29684e-06    2.75431e-08    4.23932e-10    2.06022e-09
462    2.28919e-06    2.74533e-08    4.22606e-10    2.05447e-09
463    2.28160e-06    2.73641e-08    4.21288e-10    2.04874e-09
464    2.27405e-06    2.72754e-08    4.19980e-10    2.04305e-09
465    2.26656e-06    2.71872e-08    4.18679e-10    2.03739e-09
466    2.25912e-06    2.70995e-08    4.17387e-10    2.03175e-09
467    2.25173e-06    2.70123e-08    4.16104e-10    2.02614e-09
468    2.24440e-06    2.69256e-08    4.14829e-10    2.02055e-09
469    2.23712e-06    2.68395e-08    4.13561e-10    2.01500e-09
470    2.22990e-06    2.67539e-08    4.12302e-10    2.00947e-09
471    2.22272e-06    2.66688e-08    4.11051e-10    2.00397e-09
472    2.21560e-06    2.65842e-08    4.09808e-10    1.99850e-09
473    2.20853e-06    2.65001e-08    4.08573e-10    1.99305e-09
474    2.20152e-06    2.64165e-08    4.07345e-10    1.98763e-09
475    2.19456e-06    2.63334e-08    4.06125e-10    1.98223e-09
476    2.18765e-06    2.62509e-08    4.04913e-10    1.97686e-09
477    2.18079e-06    2.61688e-08    4.03708e-10    1.97152e-09
478    2.17398e-06    2.60872e-08    4.02510e-10    1.96620e-09
479    2.16723e-06    2.60062e-08    4.01320e-10    1.96091e-09
480    2.16052e-06    2.59256e-08    4.00137e-10    1.95565e-09
481    2.15387e-06    2.58456e-08    3.98960e-10    1.95041e-09
482    2.14726e-06    2.57660e-08    3.97791e-10    1.94519e-09
483    2.14071e-06    2.56869e-08    3.96629e-10    1.94000e-09
484    2.13420e-06    2.56083e-08    3.95474e-10    1.93484e-09
485    2.12774e-06    2.55302e-08    3.94325e-10    1.92970e-09
486    2.12132e-06    2.54526e-08    3.93183e-10    1.92458e-09
487    2.11496e-06    2.53754e-08    3.92048e-10    1.91949e-09
488    2.10864e-06    2.52988e-08    3.90919e-10    1.91443e-09
489    2.10236e-06    2.52226e-08    3.89796e-10    1.90939e-09
490    2.09613e-06    2.51468e-08    3.88680e-10    1.90437e-09
491    2.08994e-06    2.50715e-08    3.87570e-10    1.89938e-09
492    2.08379e-06    2.49967e-08    3.86466e-10    1.89441e-09
493    2.07768e-06    2.49224e-08    3.85368e-10    1.88946e-09
494    2.07162e-06    2.48485e-08    3.84276e-10    1.88454e-09
495    2.06559e-06    2.47750e-08    3.83190e-10    1.87964e-09
496    2.05961e-06    2.47020e-08    3.82110e-10    1.87477e-09
497    2.05366e-06    2.46294e-08    3.81036e-10    1.86992e-09
498    2.04775e-06    2.45573e-08    3.79967e-10    1.86509e-09
499    2.04188e-06    2.44855e-08    3.78904e-10    1.86028e-09
500    2.03605e-06    2.44143e-08    3.77846e-10    1.85550e-09
501    2.03025e-06    2.43434e-08    3.76794e-10    1.85074e-09
502    2.02448e-06    2.42730e-08    3.75747e-10    1.84601e-09
503    2.01875e-06    2.42029e-08    3.74705e-10    1.84129e-09
504    2.01305e-06    2.41333e-08    3.73669e-10    1.83660e-09
505    2.00738e-06    2.40641e-08    3.72638e-10    1.83193e-09
506    2.00175e-06    2.39953e-08    3.71612e-10    1.82729e-09
507    1.99614e-06    2.39269e-08    3.70591e-10    1.82266e-09
508    1.99057e-06    2.38589e-08    3.69575e-10    1.81806e-09
509    1.98503e-06    2.37913e-08    3.68564e-10    1.81348e-09
510    1.97951e-06    2.37240e-08    3.67558e-10    1.80892e-09
511    1.97403e-06    2.36572e-08    3.66557e-10    1.80438e-09
512    1.96857e-06    2.35907e-08    3.65561e-10    1.79986e-09
513    1.96314e-06    2.35246e-08    3.64569e-10    1.79537e-09
514    1.95773e-06    2.34588e-08    3.63582e-10    1.79089e-09
515    1.95236e-06    2.33935e-08    3.62600e-10    1.78644e-09
516    1.94700e-06    2.33285e-08    3.61623e-10    1.78201e-09
517    1.94168e-06    2.32638e-08    3.60650e-10    1.77759e-09
518    1.93638e-06    2.31995e-08    3.59681e-10    1.77320e-09
519    1.93110e-06    2.31355e-08    3.58717e-10    1.76883e-09
520    1.92585e-06    2.30719e-08    3.57758e-10    1.76448e-09
521    1.92062e-06    2.30087e-08    3.56803e-10    1.76015e-09
522    1.91541e-06    2.29458e-08    3.55852e-10    1.75584e-09
523    1.91023e-06    2.28832e-08    3.54906e-10    1.75155e-09
524    1.90507e-06    2.28209e-08    3.53964e-10    1.74728e-09
525    1.89993e-06    2.27590e-08    3.53026e-10    1.74303e-09
526    1.89481e-06    2.26974e-08    3.52093e-10    1.73880e-09
527    1.88972e-06    2.26361e-08    3.51164e-10    1.73459e-09
528    1.88465e-06    2.25751e-08    3.50239e-10    1.73040e-09
529    1.87960e-06    2.25144e-08    3.49318e-10    1.72622e-09
530    1.87457e-06    2.24541e-08    3.48402e-10    1.72207e-09
531    1.86956e-06    2.23940e-08    3.47489e-10    1.71794e-09
532    1.86457e-06    2.23343e-08    3.46581e-10    1.71382e-09
533    1.85961e-06    2.22748e-08    3.45677e-10    1.70972e-09
534    1.85466e-06    2.22157e-08    3.44777e-10    1.70564e-09
535    1.84974e-06    2.21568e-08    3.43881e-10    1.70158e-09
536    1.84483e-06    2.20983e-08    3.42989e-10    1.69754e-09
537    1.83995e-06    2.20400e-08    3.42101e-10    1.69351e-09
538    1.83508e-06    2.19820e-08    3.41217e-10    1.68951e-09
539    1.83024e-06    2.19243e-08    3.40337e-10    1.68552e-09
540    1.82542e-06    2.18668e-08    3.39461e-10    1.68155e-09
541    1.82062e-06    2.18096e-08    3.38589e-10    1.67760e-09
542    1.81583e-06    2.17527e-08    3.37721e-10    1.67366e-09
543    1.81107e-06    2.16961e-08    3.36857e-10    1.66974e-09
544    1.80633e-06    2.16398e-08    3.35997e-10    1.66584e-09
545    1.80161e-06    2.15837e-08    3.35141e-10    1.66196e-09
546    1.79691e-06    2.15278e-08    3.34288e-10    1.65809e-09
547    1.79222e-06    2.14722e-08    3.33440e-10    1.65424e-09
548    1.78756e-06    2.14169e-08    3.32595e-10    1.65041e-09
549    1.78292e-06    2.13618e-08    3.31755e-10    1.64659e-09
550    1.77830e-06    2.13070e-08    3.30918e-10    1.64279e-09
551    1.77370e-06    2.12524e-08    3.30085e-10    1.63900e-09
552    1.76912e-06    2.11981e-08    3.29256e-10    1.63524e-09
553    1.76456e-06    2.11440e-08    3.28430e-10    1.63149e-09
554    1.76002e-06    2.10902e-08    3.27609e-10    1.62775e-09
555    1.75550e-06    2.10366e-08    3.26791e-10    1.62403e-09
556    1.75100e-06    2.09833e-08    3.25977e-10    1.62033e-09
557    1.74652e-06    2.09302e-08    3.25167e-10    1.61664e-09
558    1.74206e-06    2.08773e-08    3.24361e-10    1.61297e-09
559    1.73762e-06    2.08246e-08    3.23558e-10    1.60931e-09
560    1.73320e-06    2.07722e-08    3.22759e-10    1.60567e-09
561    1.72881e-06    2.07200e-08    3.21964e-10    1.60204e-09
562    1.72443e-06    2.06681e-08    3.21173e-10    1.59843e-09
563    1.72007e-06    2.06164e-08    3.20385e-10    1.59483e-09
564    1.71574e-06    2.05649e-08    3.19601e-10    1.59125e-09
565    1.71142e-06    2.05136e-08    3.18821e-10    1.58768e-09
566    1.70713e-06    2.04625e-08    3.18044e-10    1.58413e-09
567    1.70285e-06    2.04117e-08    3.17271e-10    1.58060e-09
568    1.69860e-06    2.03611e-08    3.16502e-10    1.57707e-09
569    1.69436e-06    2.03107e-08    3.15737e-10    1.57356e-09
570    1.69015e-06    2.02606e-08    3.14975e-10    1.57007e-09
571    1.68595e-06    2.02106e-08    3.14217e-10    1.56659e-09
572    1.68178e-06    2.01609e-08    3.13462e-10    1.56312e-09
573    1.67763e-06    2.01114e-08    3.12711e-10    1.55967e-09
574    1.67349e-06    2.00621e-08    3.11964e-10    1.55623e-09
575    1.66938e-06    2.00130e-08    3.11220e-10    1.55281e-09
576    1.66529e-06    1.99642e-08    3.10479e-10    1.54940e-09
577    1.66122e-06    1.99156e-08    3.09743e-10    1.54600e-09
578    1.65716e-06    1.98671e-08    3.09010e-10    1.54262e-09
579    1.65313e-06    1.98189e-08    3.08280e-10    1.53925e-09
580    1.64912e-06    1.97709e-08    3.07554e-10    1.53589e-09
581    1.64512e-06    1.97231e-08    3.06831e-10    1.53255e-09
582    1.64115e-06    1.96756e-08    3.06112e-10    1.52922e-09
583    1.63720e-06    1.96282e-08    3.05396e-10    1.52590e-09
584    1.63326e-06    1.95810e-08    3.04684e-10    1.52260e-09
585    1.62935e-06    1.95341e-08    3.03975e-10    1.51931e-09
586    1.62545e-06    1.94874e-08    3.03270e-10    1.51603e-09
587    1.62157e-06    1.94408e-08    3.02568e-10    1.51276e-09
588    1.61772e-06    1.93945e-08    3.01869e-10    1.50951e-09
589    1.61388e-06    1.93484e-08    3.01174e-10    1.50627e-09
590    1.61006e-06    1.93025e-08    3.00482e-10    1.50304e-09
591    1.60626e-06    1.92568e-08    2.99793e-10    1.49983e-09
592    1.60247e-06    1.92114e-08    2.99108e-10    1.49662e-09
593    1.59871e-06    1.91661e-08    2.98426e-10    1.49343e-09
594    1.59496e-06    1.91210e-08    2.97747e-10    1.49026e-09
595    1.59124e-06    1.90762e-08    2.97072e-10    1.48709e-09
596    1.58753e-06    1.90315e-08    2.96399e-10    1.48394e-09
597    1.58384e-06    1.89871e-08    2.95730e-10    1.48079e-09
598    1.58016e-06    1.89428e-08    2.95064e-10    1.47766e-09
599    1.57651e-06    1.88988e-08    2.94401e-10    1.47455e-09
600    1.57287e-06    1.88549e-08    2.93741e-10    1.47144e-09
601    1.56925e-06    1.88113e-08    2.93084e-10    1.46835e-09
602    1.56565e-06    1.87679e-08    2.92431e-10    1.46526e-09
603    1.56206e-06    1.87246e-08    2.91780e-10    1.46219e-09
604    1.55849e-06    1.86816e-08    2.91133e-10    1.45913e-09
605    1.55494e-06    1.86388e-08    2.90488e-10    1.45609e-09
606    1.55141e-06    1.85961e-08    2.89847e-10    1.45305e-09
607    1.54789e-06    1.85537e-08    2.89208e-10    1.45002e-09
608    1.54439e-06    1.85115e-08    2.88572e-10    1.44701e-09
609    1.54090e-06    1.84694e-08    2.87939e-10    1.44401e-09
610    1.53743e-06    1.84276e-08    2.87309e-10    1.44102e-09
611    1.53398e-06    1.83859e-08    2.86682e-10    1.43804e-09
612    1.53054e-06    1.83445e-08    2.86058e-10    1.43507e-09
613    1.52712e-06    1.83032e-08    2.85437e-10    1.43211e-09
614    1.52372e-06    1.82621e-08    2.84818e-10    1.42916e-09
615    1.52033e-06    1.82213e-08    2.84202e-10    1.42623e-09
616    1.51695e-06    1.81806e-08    2.83589e-10    1.42330e-09
617    1.51359e-06    1.81401e-08    2.82978e-10    1.42039e-09
618    1.51025e-06    1.80998e-08    2.82370e-10    1.41749e-09
619    1.50692e-06    1.80597e-08    2.81765e-10    1.41459e-09
620    1.50361e-06    1.80197e-08    2.81163e-10    1.41171e-09
621    1.50031e-06    1.79800e-08    2.80563e-10    1.40884e-09
622    1.49702e-06    1.79404e-08    2.79966e-10    1.40598e-09
623    1.49375e-06    1.79010e-08    2.79371e-10    1.40313e-09
624    1.49049e-06    1.78618e-08    2.78779e-10    1.40029e-09
625    1.48725e-06    1.78228e-08    2.78189e-10    1.39746e-09
626    1.48402e-06    1.77839e-08    2.77602e-10    1.39464e-09
627    1.48081e-06    1.77452e-08    2.77017e-10    1.39183e-09
628    1.47761e-06    1.77067e-08    2.76435e-10    1.38904e-09
629    1.47442e-06    1.76684e-08    2.75855e-10    1.38625e-09
630    1.47125e-06    1.76303e-08    2.75278e-10    1.38347e-09
631    1.46809e-06    1.75923e-08    2.74703e-10    1.38070e-09
632    1.46494e-06    1.75545e-08    2.74131e-10    1.37794e-09
633    1.46181e-06    1.75168e-08    2.73560e-10    1.37520e-09
634    1.45869e-06    1.74793e-08    2.72993e-10    1.37246e-09
635    1.45558e-06    1.74420e-08    2.72427e-10    1.36973e-09
636    1.45249e-06    1.74049e-08    2.71864e-10    1.36701e-09
637    1.44940e-06    1.73679e-08    2.71303e-10    1.36431e-09
638    1.44634e-06    1.73310e-08    2.70744e-10    1.36161e-09
639    1.44328e-06    1.72944e-08    2.70188e-10    1.35892e-09
640    1.44023e-06    1.72579e-08    2.69634e-10    1.35624e-09
641    1.43720e-06    1.72215e-08    2.69082e-10    1.35357e-09
642    1.43418e-06    1.71853e-08    2.68532e-10    1.35091e-09
643    1.43117e-06    1.71492e-08    2.67984e-10    1.34826e-09
644    1.42818e-06    1.71133e-08    2.67439e-10    1.34562e-09
645    1.42520e-06    1.70776e-08    2.66895e-10    1.34299e-09
646    1.42222e-06    1.70420e-08    2.66354e-10    1.34037e-09
647    1.41926e-06    1.70065e-08    2.65815e-10    1.33776e-09
648    1.41631e-06    1.69712e-08    2.65278e-10    1.33516e-09
649    1.41338e-06    1.69361e-08    2.64743e-10    1.33256e-09
650    1.41045e-06    1.69011e-08    2.64210e-10    1.32998e-09
651    1.40754e-06    1.68662e-08    2.63679e-10    1.32741e-09
652    1.40464e-06    1.68314e-08    2.63151e-10    1.32484e-09
653    1.40174e-06    1.67969e-08    2.62624e-10    1.32228e-09
654    1.39886e-06    1.67624e-08    2.62099e-10    1.31974e-09
655    1.39600e-06    1.67281e-08    2.61577e-10    1.31720e-09
656    1.39314e-06    1.66939e-08    2.61056e-10    1.31467e-09
657    1.39029e-06    1.66598e-08    2.60537e-10    1.31215e-09
658    1.38745e-06    1.66259e-08    2.60020e-10    1.30963e-09
659    1.38463e-06    1.65921e-08    2.59506e-10    1.30713e-09
660    1.38182e-06    1.65585e-08    2.58993e-10    1.30464e-09
661    1.37901e-06    1.65250e-08    2.58482e-10    1.30215e-09
662    1.37622e-06    1.64916e-08    2.57973e-10    1.29967e-09
663    1.37344e-06    1.64583e-08    2.57466e-10    1.29721e-09
664    1.37067e-06    1.64252e-08    2.56961e-10    1.29475e-09
665    1.36791e-06    1.63922e-08    2.56457e-10    1.29230e-09
666    1.36515e-06    1.63593e-08    2.55956e-10    1.28985e-09
667    1.36241e-06    1.63265e-08    2.55457e-10    1.28742e-09
668    1.35969e-06    1.62939e-08    2.54959e-10    1.28499e-09
669    1.35697e-06    1.62614e-08    2.54463e-10    1.28258e-09
670    1.35426e-06    1.62290e-08    2.53969e-10    1.28017e-09
671    1.35156e-06    1.61967e-08    2.53477e-10    1.27777e-09
672    1.34887e-06    1.61646e-08    2.52987e-10    1.27537e-09
673    1.34619e-06    1.61325e-08    2.52498e-10    1.27299e-09
674    1.34353e-06    1.61006e-08    2.52012e-10    1.27061e-09
675    1.34087e-06    1.60689e-08    2.51527e-10    1.26824e-09
676    1.33822e-06    1.60372e-08    2.51044e-10    1.26588e-09
677    1.33558e-06    1.60056e-08    2.50563e-10    1.26353e-09
678    1.33296e-06    1.59742e-08    2.50083e-10    1.26119e-09
679    1.33034e-06    1.59429e-08    2.49606e-10    1.25885e-09
680    1.32773e-06    1.59117e-08    2.49130e-10    1.25652e-09
681    1.32513e-06    1.58806e-08    2.48656e-10    1.25420e-09
682    1.32255e-06    1.58496e-08    2.48183e-10    1.25189e-09
683    1.31997e-06    1.58188e-08    2.47713e-10    1.24959e-09
684    1.31740e-06    1.57881e-08    2.47244e-10    1.24729e-09
685    1.31484e-06    1.57574e-08    2.46777e-10    1.24500e-09
686    1.31229e-06    1.57269e-08    2.46312e-10    1.24272e-09
687    1.30976e-06    1.56965e-08    2.45848e-10    1.24045e-09
688    1.30723e-06    1.56663e-08    2.45386e-10    1.23818e-09
689    1.30471e-06    1.56361e-08    2.44926e-10    1.23592e-09
690    1.30220e-06    1.56060e-08    2.44467e-10    1.23367e-09
691    1.29970e-06    1.55761e-08    2.44011e-10    1.23142e-09
692    1.29721e-06    1.55463e-08    2.43555e-10    1.22919e-09
693    1.29473e-06    1.55165e-08    2.43102e-10    1.22696e-09
694    1.29226e-06    1.54869e-08    2.42650e-10    1.22474e-09
695    1.28980e-06    1.54574e-08    2.42200e-10    1.22252e-09
696    1.28735e-06    1.54280e-08    2.41752e-10    1.22032e-09
697    1.28491e-06    1.53988e-08    2.41305e-10    1.21812e-09
698    1.28247e-06    1.53696e-08    2.40860e-10    1.21592e-09
699    1.28005e-06    1.53406e-08    2.40417e-10    1.21374e-09
700    1.27764e-06    1.53116e-08    2.39975e-10    1.21156e-09
701    1.27523e-06    1.52828e-08    2.39535e-10    1.20939e-09
702    1.27284e-06    1.52540e-08    2.39097e-10    1.20722e-09
703    1.27045e-06    1.52254e-08    2.38660e-10    1.20506e-09
704    1.26807e-06    1.51969e-08    2.38225e-10    1.20291e-09
