# variances: var_g = 4.85771e-02 ;  cov_gk = 5.81613e-04 ;  var_k_correlated = 8.96469e-06 ;  var_k_uncorrelated = 4.05325e-05
# shift params: lambda_g = 1.46148e+00 ;  lambda_k_correlated = 2.44045e-02 ;  lambda_k_uncorrelated = 5.73463e-02
# ell          C_gg(ell)          C_gk(ell)          C_kk_correlated(ell)          C_kk_uncorrelated(ell)
5820    9.19371e-08    1.09984e-09    1.64401e-11    5.66016e-11
5821    9.19117e-08    1.09954e-09    1.64355e-11    5.65843e-11
5822    9.18864e-08    1.09924e-09    1.64309e-11    5.65671e-11
5823    9.18611e-08    1.09893e-09    1.64263e-11    5.65499e-11
5824    9.18357e-08    1.09863e-09    1.64216e-11    5.65327e-11
5825    9.18104e-08    1.09833e-09    1.64170e-11    5.65155e-11
5826    9.17852e-08    1.09803e-09    1.64124e-11    5.64983e-11
5827    9.17599e-08    1.09772e-09    1.64078e-11    5.64812e-11
5828    9.17346e-08    1.09742e-09    1.64031e-11    5.64640e-11
5829    9.17093e-08    1.09712e-09    1.63985e-11    5.64468e-11
5830    9.16841e-08    1.09682e-09    1.63939e-11    5.64297e-11
5831    9.16588e-08    1.09652e-09    1.63893e-11    5.64125e-11
5832    9.16336e-08    1.09621e-09    1.63847e-11    5.63954e-11
5833    9.16084e-08    1.09591e-09    1.63801e-11    5.63783e-11
5834    9.15832e-08    1.09561e-09    1.63754e-11    5.63611e-11
5835    9.15580e-08    1.09531e-09    1.63708e-11    5.63440e-11
5836    9.15328e-08    1.09501e-09    1.63662e-11    5.63269e-11
5837    9.15076e-08    1.09471e-09    1.63616e-11    5.63098e-11
5838    9.14824e-08    1.09441e-09    1.63570e-11    5.62927e-11
5839    9.14572e-08    1.09410e-09    1.63524e-11    5.62756e-11
5840    9.14321e-08    1.09380e-09    1.63478e-11    5.62585e-11
5841    9.14069e-08    1.09350e-09    1.63432e-11    5.62415e-11
5842    9.13818e-08    1.09320e-09    1.63386e-11    5.62244e-11
5843    9.13567e-08    1.09290e-09    1.63340e-11    5.62073e-11
5844    9.13315e-08    1.09260e-09    1.63294e-11    5.61903e-11
5845    9.13064e-08    1.09230e-09    1.63249e-11    5.61733e-11
5846    9.12813e-08    1.09200e-09    1.63203e-11    5.61562e-11
5847    9.12562e-08    1.09170e-09    1.63157e-11    5.61392e-11
5848    9.12311e-08    1.09140e-09    1.63111e-11    5.61222e-11
5849    9.12061e-08    1.09110e-09    1.63065e-11    5.61052e-11
5850    9.11810e-08    1.09080e-09    1.63019e-11    5.60882e-11
5851    9.11560e-08    1.09050e-09    1.62974e-11    5.60712e-11
5852    9.11309e-08    1.09020e-09    1.62928e-11    5.60542e-11
5853    9.11059e-08    1.08990e-09    1.62882e-11    5.60372e-11
5854    9.10809e-08    1.08961e-09    1.62836e-11    5.60202e-11
5855    9.10558e-08    1.08931e-09    1.62791e-11    5.60032e-11
5856    9.10308e-08    1.08901e-09    1.62745e-11    5.59863e-11
5857    9.10058e-08    1.08871e-09    1.62699e-11    5.59693e-11
5858    9.09809e-08    1.08841e-09    1.62654e-11    5.59524e-11
5859    9.09559e-08    1.08811e-09    1.62608e-11    5.59355e-11
5860    9.09309e-08    1.08781e-09    1.62562e-11    5.59185e-11
5861    9.09060e-08    1.08751e-09    1.62517e-11    5.59016e-11
5862    9.08810e-08    1.08722e-09    1.62471e-11    5.58847e-11
5863    9.08561e-08    1.08692e-09    1.62426e-11    5.58678e-11
5864    9.08311e-08    1.08662e-09    1.62380e-11    5.58509e-11
5865    9.08062e-08    1.08632e-09    1.62334e-11    5.58340e-11
5866    9.07813e-08    1.08602e-09    1.62289e-11    5.58171e-11
5867    9.07564e-08    1.08573e-09    1.62243e-11    5.58002e-11
5868    9.07315e-08    1.08543e-09    1.62198e-11    5.57833e-11
5869    9.07066e-08    1.08513e-09    1.62152e-11    5.57665e-11
5870    9.06818e-08    1.08483e-09    1.62107e-11    5.57496e-11
5871    9.06569e-08    1.08454e-09    1.62062e-11    5.57328e-11
5872    9.06320e-08    1.08424e-09    1.62016e-11    5.57159e-11
5873    9.06072e-08    1.08394e-09    1.61971e-11    5.56991e-11
5874    9.05824e-08    1.08365e-09    1.61925e-11    5.56823e-11
5875    9.05575e-08    1.08335e-09    1.61880e-11    5.56655e-11
5876    9.05327e-08    1.08305e-09    1.61835e-11    5.56486e-11
5877    9.05079e-08    1.08276e-09    1.61789e-11    5.56318e-11
5878    9.04831e-08    1.08246e-09    1.61744e-11    5.56150e-11
5879    9.04583e-08    1.08216e-09    1.61699e-11    5.55983e-11
5880    9.04336e-08    1.08187e-09    1.61654e-11    5.55815e-11
5881    9.04088e-08    1.08157e-09    1.61608e-11    5.55647e-11
5882    9.03840e-08    1.08127e-09    1.61563e-11    5.55479e-11
5883    9.03593e-08    1.08098e-09    1.61518e-11    5.55312e-11
5884    9.03345e-08    1.08068e-09    1.61473e-11    5.55144e-11
5885    9.03098e-08    1.08039e-09    1.61427e-11    5.54977e-11
5886    9.02851e-08    1.08009e-09    1.61382e-11    5.54809e-11
5887    9.02604e-08    1.07980e-09    1.61337e-11    5.54642e-11
5888    9.02357e-08    1.07950e-09    1.61292e-11    5.54475e-11
5889    9.02110e-08    1.07921e-09    1.61247e-11    5.54308e-11
5890    9.01863e-08    1.07891e-09    1.61202e-11    5.54140e-11
5891    9.01616e-08    1.07862e-09    1.61157e-11    5.53973e-11
5892    9.01370e-08    1.07832e-09    1.61112e-11    5.53806e-11
5893    9.01123e-08    1.07803e-09    1.61067e-11    5.53640e-11
5894    9.00877e-08    1.07773e-09    1.61022e-11    5.53473e-11
5895    9.00630e-08    1.07744e-09    1.60977e-11    5.53306e-11
5896    9.00384e-08    1.07714e-09    1.60932e-11    5.53139e-11
5897    9.00138e-08    1.07685e-09    1.60887e-11    5.52973e-11
5898    8.99892e-08    1.07655e-09    1.60842e-11    5.52806e-11
5899    8.99646e-08    1.07626e-09    1.60797e-11    5.52640e-11
5900    8.99400e-08    1.07596e-09    1.60752e-11    5.52474e-11
5901    8.99154e-08    1.07567e-09    1.60707e-11    5.52307e-11
5902    8.98908e-08    1.07538e-09    1.60662e-11    5.52141e-11
5903    8.98662e-08    1.07508e-09    1.60617e-11    5.51975e-11
5904    8.98417e-08    1.07479e-09    1.60572e-11    5.51809e-11
5905    8.98172e-08    1.07450e-09    1.60528e-11    5.51643e-11
5906    8.97926e-08    1.07420e-09    1.60483e-11    5.51477e-11
5907    8.97681e-08    1.07391e-09    1.60438e-11    5.51311e-11
5908    8.97436e-08    1.07362e-09    1.60393e-11    5.51145e-11
5909    8.97191e-08    1.07332e-09    1.60348e-11    5.50979e-11
5910    8.96946e-08    1.07303e-09    1.60304e-11    5.50814e-11
5911    8.96701e-08    1.07274e-09    1.60259e-11    5.50648e-11
5912    8.96456e-08    1.07245e-09    1.60214e-11    5.50483e-11
5913    8.96211e-08    1.07215e-09    1.60170e-11    5.50317e-11
5914    8.95967e-08    1.07186e-09    1.60125e-11    5.50152e-11
5915    8.95722e-08    1.07157e-09    1.60080e-11    5.49987e-11
5916    8.95478e-08    1.07128e-09    1.60036e-11    5.49822e-11
5917    8.95233e-08    1.07098e-09    1.59991e-11    5.49656e-11
5918    8.94989e-08    1.07069e-09    1.59946e-11    5.49491e-11
5919    8.94745e-08    1.07040e-09    1.59902e-11    5.49326e-11
5920    8.94501e-08    1.07011e-09    1.59857e-11    5.49161e-11
5921    8.94257e-08    1.06982e-09    1.59813e-11    5.48997e-11
5922    8.94013e-08    1.06953e-09    1.59768e-11    5.48832e-11
5923    8.93769e-08    1.06923e-09    1.59724e-11    5.48667e-11
5924    8.93526e-08    1.06894e-09    1.59679e-11    5.48502e-11
5925    8.93282e-08    1.06865e-09    1.59635e-11    5.48338e-11
5926    8.93039e-08    1.06836e-09    1.59590e-11    5.48173e-11
5927    8.92795e-08    1.06807e-09    1.59546e-11    5.48009e-11
5928    8.92552e-08    1.06778e-09    1.59501e-11    5.47845e-11
5929    8.92309e-08    1.06749e-09    1.59457e-11    5.47680e-11
5930    8.92065e-08    1.06720e-09    1.59413e-11    5.47516e-11
5931    8.91822e-08    1.06691e-09    1.59368e-11    5.47352e-11
5932    8.91579e-08    1.06662e-09    1.59324e-11    5.47188e-11
5933    8.91337e-08    1.06633e-09    1.59280e-11    5.47024e-11
5934    8.91094e-08    1.06603e-09    1.59235e-11    5.46860e-11
5935    8.90851e-08    1.06574e-09    1.59191e-11    5.46696e-11
5936    8.90609e-08    1.06545e-09    1.59147e-11    5.46532e-11
5937    8.90366e-08    1.06516e-09    1.59102e-11    5.46369e-11
5938    8.90124e-08    1.06487e-09    1.59058e-11    5.46205e-11
5939    8.89881e-08    1.06459e-09    1.59014e-11    5.46041e-11
5940    8.89639e-08    1.06430e-09    1.58970e-11    5.45878e-11
5941    8.89397e-08    1.06401e-09    1.58925e-11    5.45714e-11
5942    8.89155e-08    1.06372e-09    1.58881e-11    5.45551e-11
5943    8.88913e-08    1.06343e-09    1.58837e-11    5.45388e-11
5944    8.88671e-08    1.06314e-09    1.58793e-11    5.45225e-11
5945    8.88429e-08    1.06285e-09    1.58749e-11    5.45061e-11
5946    8.88188e-08    1.06256e-09    1.58705e-11    5.44898e-11
5947    8.87946e-08    1.06227e-09    1.58661e-11    5.44735e-11
5948    8.87705e-08    1.06198e-09    1.58617e-11    5.44572e-11
5949    8.87463e-08    1.06169e-09    1.58573e-11    5.44410e-11
5950    8.87222e-08    1.06141e-09    1.58528e-11    5.44247e-11
5951    8.86981e-08    1.06112e-09    1.58484e-11    5.44084e-11
5952    8.86740e-08    1.06083e-09    1.58440e-11    5.43921e-11
5953    8.86499e-08    1.06054e-09    1.58396e-11    5.43759e-11
5954    8.86258e-08    1.06025e-09    1.58352e-11    5.43596e-11
5955    8.86017e-08    1.05996e-09    1.58308e-11    5.43434e-11
5956    8.85776e-08    1.05968e-09    1.58265e-11    5.43272e-11
5957    8.85535e-08    1.05939e-09    1.58221e-11    5.43109e-11
5958    8.85295e-08    1.05910e-09    1.58177e-11    5.42947e-11
5959    8.85054e-08    1.05881e-09    1.58133e-11    5.42785e-11
5960    8.84814e-08    1.05853e-09    1.58089e-11    5.42623e-11
5961    8.84573e-08    1.05824e-09    1.58045e-11    5.42461e-11
5962    8.84333e-08    1.05795e-09    1.58001e-11    5.42299e-11
5963    8.84093e-08    1.05767e-09    1.57957e-11    5.42137e-11
5964    8.83853e-08    1.05738e-09    1.57914e-11    5.41975e-11
5965    8.83613e-08    1.05709e-09    1.57870e-11    5.41813e-11
5966    8.83373e-08    1.05680e-09    1.57826e-11    5.41652e-11
5967    8.83133e-08    1.05652e-09    1.57782e-11    5.41490e-11
5968    8.82894e-08    1.05623e-09    1.57739e-11    5.41329e-11
5969    8.82654e-08    1.05594e-09    1.57695e-11    5.41167e-11
5970    8.82415e-08    1.05566e-09    1.57651e-11    5.41006e-11
5971    8.82175e-08    1.05537e-09    1.57607e-11    5.40844e-11
5972    8.81936e-08    1.05509e-09    1.57564e-11    5.40683e-11
5973    8.81697e-08    1.05480e-09    1.57520e-11    5.40522e-11
5974    8.81458e-08    1.05451e-09    1.57477e-11    5.40361e-11
5975    8.81219e-08    1.05423e-09    1.57433e-11    5.40200e-11
5976    8.80980e-08    1.05394e-09    1.57389e-11    5.40039e-11
5977    8.80741e-08    1.05366e-09    1.57346e-11    5.39878e-11
5978    8.80502e-08    1.05337e-09    1.57302e-11    5.39717e-11
5979    8.80263e-08    1.05309e-09    1.57259e-11    5.39556e-11
5980    8.80025e-08    1.05280e-09    1.57215e-11    5.39396e-11
5981    8.79786e-08    1.05252e-09    1.57172e-11    5.39235e-11
5982    8.79548e-08    1.05223e-09    1.57128e-11    5.39075e-11
5983    8.79309e-08    1.05195e-09    1.57085e-11    5.38914e-11
5984    8.79071e-08    1.05166e-09    1.57041e-11    5.38754e-11
5985    8.78833e-08    1.05138e-09    1.56998e-11    5.38593e-11
5986    8.78595e-08    1.05109e-09    1.56954e-11    5.38433e-11
5987    8.78357e-08    1.05081e-09    1.56911e-11    5.38273e-11
5988    8.78119e-08    1.05052e-09    1.56867e-11    5.38113e-11
5989    8.77881e-08    1.05024e-09    1.56824e-11    5.37953e-11
5990    8.77643e-08    1.04995e-09    1.56781e-11    5.37793e-11
5991    8.77406e-08    1.04967e-09    1.56737e-11    5.37633e-11
5992    8.77168e-08    1.04939e-09    1.56694e-11    5.37473e-11
5993    8.76931e-08    1.04910e-09    1.56651e-11    5.37313e-11
5994    8.76694e-08    1.04882e-09    1.56607e-11    5.37153e-11
5995    8.76456e-08    1.04853e-09    1.56564e-11    5.36994e-11
5996    8.76219e-08    1.04825e-09    1.56521e-11    5.36834e-11
5997    8.75982e-08    1.04797e-09    1.56478e-11    5.36674e-11
5998    8.75745e-08    1.04768e-09    1.56434e-11    5.36515e-11
5999    8.75508e-08    1.04740e-09    1.56391e-11    5.36356e-11
6000    8.75271e-08    1.04712e-09    1.56348e-11    5.36196e-11
6001    8.75035e-08    1.04684e-09    1.56305e-11    5.36037e-11
6002    8.74798e-08    1.04655e-09    1.56262e-11    5.35878e-11
6003    8.74561e-08    1.04627e-09    1.56218e-11    5.35719e-11
6004    8.74325e-08    1.04599e-09    1.56175e-11    5.35560e-11
6005    8.74088e-08    1.04570e-09    1.56132e-11    5.35401e-11
6006    8.73852e-08    1.04542e-09    1.56089e-11    5.35242e-11
6007    8.73616e-08    1.04514e-09    1.56046e-11    5.35083e-11
6008    8.73380e-08    1.04486e-09    1.56003e-11    5.34924e-11
6009    8.73144e-08    1.04457e-09    1.55960e-11    5.34766e-11
6010    8.72908e-08    1.04429e-09    1.55917e-11    5.34607e-11
6011    8.72672e-08    1.04401e-09    1.55874e-11    5.34448e-11
6012    8.72436e-08    1.04373e-09    1.55831e-11    5.34290e-11
6013    8.72201e-08    1.04345e-09    1.55788e-11    5.34131e-11
6014    8.71965e-08    1.04317e-09    1.55745e-11    5.33973e-11
6015    8.71730e-08    1.04288e-09    1.55702e-11    5.33815e-11
6016    8.71494e-08    1.04260e-09    1.55659e-11    5.33657e-11
6017    8.71259e-08    1.04232e-09    1.55616e-11    5.33498e-11
6018    8.71024e-08    1.04204e-09    1.55573e-11    5.33340e-11
6019    8.70788e-08    1.04176e-09    1.55530e-11    5.33182e-11
6020    8.70553e-08    1.04148e-09    1.55487e-11    5.33024e-11
6021    8.70318e-08    1.04120e-09    1.55445e-11    5.32866e-11
6022    8.70084e-08    1.04092e-09    1.55402e-11    5.32709e-11
6023    8.69849e-08    1.04064e-09    1.55359e-11    5.32551e-11
6024    8.69614e-08    1.04035e-09    1.55316e-11    5.32393e-11
6025    8.69379e-08    1.04007e-09    1.55273e-11    5.32236e-11
6026    8.69145e-08    1.03979e-09    1.55231e-11    5.32078e-11
6027    8.68910e-08    1.03951e-09    1.55188e-11    5.31921e-11
6028    8.68676e-08    1.03923e-09    1.55145e-11    5.31763e-11
6029    8.68442e-08    1.03895e-09    1.55102e-11    5.31606e-11
6030    8.68208e-08    1.03867e-09    1.55060e-11    5.31448e-11
6031    8.67974e-08    1.03839e-09    1.55017e-11    5.31291e-11
6032    8.67740e-08    1.03811e-09    1.54974e-11    5.31134e-11
6033    8.67506e-08    1.03783e-09    1.54932e-11    5.30977e-11
6034    8.67272e-08    1.03755e-09    1.54889e-11    5.30820e-11
6035    8.67038e-08    1.03727e-09    1.54846e-11    5.30663e-11
6036    8.66804e-08    1.03700e-09    1.54804e-11    5.30506e-11
6037    8.66571e-08    1.03672e-09    1.54761e-11    5.30349e-11
6038    8.66337e-08    1.03644e-09    1.54719e-11    5.30193e-11
6039    8.66104e-08    1.03616e-09    1.54676e-11    5.30036e-11
6040    8.65871e-08    1.03588e-09    1.54634e-11    5.29879e-11
6041    8.65637e-08    1.03560e-09    1.54591e-11    5.29723e-11
6042    8.65404e-08    1.03532e-09    1.54549e-11    5.29566e-11
6043    8.65171e-08    1.03504e-09    1.54506e-11    5.29410e-11
6044    8.64938e-08    1.03476e-09    1.54464e-11    5.29254e-11
6045    8.64705e-08    1.03449e-09    1.54421e-11    5.29097e-11
6046    8.64473e-08    1.03421e-09    1.54379e-11    5.28941e-11
6047    8.64240e-08    1.03393e-09    1.54336e-11    5.28785e-11
6048    8.64007e-08    1.03365e-09    1.54294e-11    5.28629e-11
6049    8.63775e-08    1.03337e-09    1.54252e-11    5.28473e-11
6050    8.63542e-08    1.03310e-09    1.54209e-11    5.28317e-11
6051    8.63310e-08    1.03282e-09    1.54167e-11    5.28161e-11
6052    8.63078e-08    1.03254e-09    1.54124e-11    5.28005e-11
6053    8.62845e-08    1.03226e-09    1.54082e-11    5.27850e-11
6054    8.62613e-08    1.03199e-09    1.54040e-11    5.27694e-11
6055    8.62381e-08    1.03171e-09    1.53998e-11    5.27538e-11
6056    8.62149e-08    1.03143e-09    1.53955e-11    5.27383e-11
6057    8.61918e-08    1.03115e-09    1.53913e-11    5.27227e-11
6058    8.61686e-08    1.03088e-09    1.53871e-11    5.27072e-11
6059    8.61454e-08    1.03060e-09    1.53829e-11    5.26916e-11
6060    8.61223e-08    1.03032e-09    1.53786e-11    5.26761e-11
6061    8.60991e-08    1.03005e-09    1.53744e-11    5.26606e-11
6062    8.60760e-08    1.02977e-09    1.53702e-11    5.26451e-11
6063    8.60528e-08    1.02949e-09    1.53660e-11    5.26296e-11
6064    8.60297e-08    1.02922e-09    1.53618e-11    5.26141e-11
6065    8.60066e-08    1.02894e-09    1.53576e-11    5.25986e-11
6066    8.59835e-08    1.02866e-09    1.53533e-11    5.25831e-11
6067    8.59604e-08    1.02839e-09    1.53491e-11    5.25676e-11
6068    8.59373e-08    1.02811e-09    1.53449e-11    5.25521e-11
6069    8.59142e-08    1.02784e-09    1.53407e-11    5.25367e-11
6070    8.58912e-08    1.02756e-09    1.53365e-11    5.25212e-11
6071    8.58681e-08    1.02728e-09    1.53323e-11    5.25058e-11
6072    8.58450e-08    1.02701e-09    1.53281e-11    5.24903e-11
6073    8.58220e-08    1.02673e-09    1.53239e-11    5.24749e-11
6074    8.57990e-08    1.02646e-09    1.53197e-11    5.24594e-11
6075    8.57759e-08    1.02618e-09    1.53155e-11    5.24440e-11
6076    8.57529e-08    1.02591e-09    1.53113e-11    5.24286e-11
6077    8.57299e-08    1.02563e-09    1.53071e-11    5.24132e-11
6078    8.57069e-08    1.02536e-09    1.53029e-11    5.23978e-11
6079    8.56839e-08    1.02508e-09    1.52987e-11    5.23823e-11
6080    8.56609e-08    1.02481e-09    1.52946e-11    5.23670e-11
6081    8.56379e-08    1.02453e-09    1.52904e-11    5.23516e-11
6082    8.56150e-08    1.02426e-09    1.52862e-11    5.23362e-11
6083    8.55920e-08    1.02398e-09    1.52820e-11    5.23208e-11
6084    8.55690e-08    1.02371e-09    1.52778e-11    5.23054e-11
6085    8.55461e-08    1.02343e-09    1.52736e-11    5.22901e-11
6086    8.55232e-08    1.02316e-09    1.52695e-11    5.22747e-11
6087    8.55002e-08    1.02289e-09    1.52653e-11    5.22594e-11
6088    8.54773e-08    1.02261e-09    1.52611e-11    5.22440e-11
6089    8.54544e-08    1.02234e-09    1.52569e-11    5.22287e-11
6090    8.54315e-08    1.02206e-09    1.52528e-11    5.22134e-11
6091    8.54086e-08    1.02179e-09    1.52486e-11    5.21980e-11
6092    8.53857e-08    1.02152e-09    1.52444e-11    5.21827e-11
6093    8.53629e-08    1.02124e-09    1.52403e-11    5.21674e-11
6094    8.53400e-08    1.02097e-09    1.52361e-11    5.21521e-11
6095    8.53171e-08    1.02070e-09    1.52319e-11    5.21368e-11
6096    8.52943e-08    1.02042e-09    1.52278e-11    5.21215e-11
6097    8.52714e-08    1.02015e-09    1.52236e-11    5.21062e-11
6098    8.52486e-08    1.01988e-09    1.52194e-11    5.20909e-11
6099    8.52258e-08    1.01960e-09    1.52153e-11    5.20757e-11
6100    8.52030e-08    1.01933e-09    1.52111e-11    5.20604e-11
6101    8.51802e-08    1.01906e-09    1.52070e-11    5.20451e-11
6102    8.51574e-08    1.01879e-09    1.52028e-11    5.20299e-11
6103    8.51346e-08    1.01851e-09    1.51987e-11    5.20146e-11
6104    8.51118e-08    1.01824e-09    1.51945e-11    5.19994e-11
6105    8.50890e-08    1.01797e-09    1.51904e-11    5.19842e-11
6106    8.50662e-08    1.01770e-09    1.51862e-11    5.19689e-11
6107    8.50435e-08    1.01743e-09    1.51821e-11    5.19537e-11
6108    8.50207e-08    1.01715e-09    1.51779e-11    5.19385e-11
6109    8.49980e-08    1.01688e-09    1.51738e-11    5.19233e-11
6110    8.49753e-08    1.01661e-09    1.51696e-11    5.19081e-11
6111    8.49525e-08    1.01634e-09    1.51655e-11    5.18929e-11
6112    8.49298e-08    1.01607e-09    1.51614e-11    5.18777e-11
6113    8.49071e-08    1.01579e-09    1.51572e-11    5.18625e-11
6114    8.48844e-08    1.01552e-09    1.51531e-11    5.18474e-11
6115    8.48617e-08    1.01525e-09    1.51490e-11    5.18322e-11
6116    8.48391e-08    1.01498e-09    1.51448e-11    5.18170e-11
6117    8.48164e-08    1.01471e-09    1.51407e-11    5.18019e-11
6118    8.47937e-08    1.01444e-09    1.51366e-11    5.17867e-11
6119    8.47711e-08    1.01417e-09    1.51325e-11    5.17716e-11
6120    8.47484e-08    1.01390e-09    1.51283e-11    5.17564e-11
6121    8.47258e-08    1.01363e-09    1.51242e-11    5.17413e-11
6122    8.47031e-08    1.01336e-09    1.51201e-11    5.17262e-11
6123    8.46805e-08    1.01309e-09    1.51160e-11    5.17111e-11
6124    8.46579e-08    1.01282e-09    1.51118e-11    5.16960e-11
6125    8.46353e-08    1.01255e-09    1.51077e-11    5.16808e-11
6126    8.46127e-08    1.01227e-09    1.51036e-11    5.16657e-11
6127    8.45901e-08    1.01200e-09    1.50995e-11    5.16507e-11
6128    8.45675e-08    1.01173e-09    1.50954e-11    5.16356e-11
6129    8.45449e-08    1.01146e-09    1.50913e-11    5.16205e-11
6130    8.45224e-08    1.01120e-09    1.50872e-11    5.16054e-11
6131    8.44998e-08    1.01093e-09    1.50831e-11    5.15903e-11
6132    8.44773e-08    1.01066e-09    1.50790e-11    5.15753e-11
6133    8.44547e-08    1.01039e-09    1.50748e-11    5.15602e-11
6134    8.44322e-08    1.01012e-09    1.50707e-11    5.15452e-11
6135    8.44097e-08    1.00985e-09    1.50666e-11    5.15301e-11
6136    8.43872e-08    1.00958e-09    1.50625e-11    5.15151e-11
6137    8.43647e-08    1.00931e-09    1.50584e-11    5.15001e-11
6138    8.43422e-08    1.00904e-09    1.50543e-11    5.14851e-11
6139    8.43197e-08    1.00877e-09    1.50503e-11    5.14700e-11
6140    8.42972e-08    1.00850e-09    1.50462e-11    5.14550e-11
6141    8.42747e-08    1.00823e-09    1.50421e-11    5.14400e-11
6142    8.42523e-08    1.00797e-09    1.50380e-11    5.14250e-11
6143    8.42298e-08    1.00770e-09    1.50339e-11    5.14100e-11
6144    8.42074e-08    1.00743e-09    1.50298e-11    5.13951e-11
6145    8.41849e-08    1.00716e-09    1.50257e-11    5.13801e-11
6146    8.41625e-08    1.00689e-09    1.50216e-11    5.13651e-11
6147    8.41401e-08    1.00662e-09    1.50176e-11    5.13501e-11
6148    8.41176e-08    1.00636e-09    1.50135e-11    5.13352e-11
6149    8.40952e-08    1.00609e-09    1.50094e-11    5.13202e-11
6150    8.40728e-08    1.00582e-09    1.50053e-11    5.13053e-11
6151    8.40504e-08    1.00555e-09    1.50012e-11    5.12903e-11
6152    8.40281e-08    1.00529e-09    1.49972e-11    5.12754e-11
6153    8.40057e-08    1.00502e-09    1.49931e-11    5.12605e-11
6154    8.39833e-08    1.00475e-09    1.49890e-11    5.12456e-11
6155    8.39610e-08    1.00448e-09    1.49849e-11    5.12306e-11
6156    8.39386e-08    1.00422e-09    1.49809e-11    5.12157e-11
6157    8.39163e-08    1.00395e-09    1.49768e-11    5.12008e-11
6158    8.38939e-08    1.00368e-09    1.49727e-11    5.11859e-11
6159    8.38716e-08    1.00342e-09    1.49687e-11    5.11710e-11
6160    8.38493e-08    1.00315e-09    1.49646e-11    5.11562e-11
6161    8.38270e-08    1.00288e-09    1.49606e-11    5.11413e-11
6162    8.38047e-08    1.00261e-09    1.49565e-11    5.11264e-11
6163    8.37824e-08    1.00235e-09    1.49524e-11    5.11115e-11
6164    8.37601e-08    1.00208e-09    1.49484e-11    5.10967e-11
6165    8.37378e-08    1.00182e-09    1.49443e-11    5.10818e-11
6166    8.37156e-08    1.00155e-09    1.49403e-11    5.10670e-11
6167    8.36933e-08    1.00128e-09    1.49362e-11    5.10521e-11
6168    8.36711e-08    1.00102e-09    1.49322e-11    5.10373e-11
6169    8.36488e-08    1.00075e-09    1.49281e-11    5.10225e-11
6170    8.36266e-08    1.00049e-09    1.49241e-11    5.10077e-11
6171    8.36044e-08    1.00022e-09    1.49200e-11    5.09928e-11
6172    8.35821e-08    9.99954e-10    1.49160e-11    5.09780e-11
6173    8.35599e-08    9.99689e-10    1.49119e-11    5.09632e-11
6174    8.35377e-08    9.99423e-10    1.49079e-11    5.09484e-11
6175    8.35155e-08    9.99158e-10    1.49039e-11    5.09336e-11
6176    8.34933e-08    9.98893e-10    1.48998e-11    5.09189e-11
6177    8.34712e-08    9.98628e-10    1.48958e-11    5.09041e-11
6178    8.34490e-08    9.98363e-10    1.48918e-11    5.08893e-11
6179    8.34268e-08    9.98098e-10    1.48877e-11    5.08745e-11
6180    8.34047e-08    9.97833e-10    1.48837e-11    5.08598e-11
6181    8.33825e-08    9.97568e-10    1.48797e-11    5.08450e-11
6182    8.33604e-08    9.97303e-10    1.48756e-11    5.08303e-11
6183    8.33383e-08    9.97039e-10    1.48716e-11    5.08155e-11
6184    8.33162e-08    9.96774e-10    1.48676e-11    5.08008e-11
6185    8.32940e-08    9.96510e-10    1.48636e-11    5.07861e-11
6186    8.32719e-08    9.96246e-10    1.48595e-11    5.07714e-11
6187    8.32498e-08    9.95982e-10    1.48555e-11    5.07566e-11
6188    8.32278e-08    9.95717e-10    1.48515e-11    5.07419e-11
6189    8.32057e-08    9.95453e-10    1.48475e-11    5.07272e-11
6190    8.31836e-08    9.95190e-10    1.48435e-11    5.07125e-11
6191    8.31615e-08    9.94926e-10    1.48394e-11    5.06978e-11
6192    8.31395e-08    9.94662e-10    1.48354e-11    5.06831e-11
6193    8.31174e-08    9.94399e-10    1.48314e-11    5.06685e-11
6194    8.30954e-08    9.94135e-10    1.48274e-11    5.06538e-11
6195    8.30734e-08    9.93872e-10    1.48234e-11    5.06391e-11
6196    8.30513e-08    9.93608e-10    1.48194e-11    5.06245e-11
6197    8.30293e-08    9.93345e-10    1.48154e-11    5.06098e-11
6198    8.30073e-08    9.93082e-10    1.48114e-11    5.05952e-11
6199    8.29853e-08    9.92819e-10    1.48074e-11    5.05805e-11
6200    8.29633e-08    9.92556e-10    1.48034e-11    5.05659e-11
6201    8.29413e-08    9.92293e-10    1.47994e-11    5.05513e-11
6202    8.29194e-08    9.92031e-10    1.47954e-11    5.05366e-11
6203    8.28974e-08    9.91768e-10    1.47914e-11    5.05220e-11
6204    8.28754e-08    9.91506e-10    1.47874e-11    5.05074e-11
6205    8.28535e-08    9.91243e-10    1.47834e-11    5.04928e-11
6206    8.28315e-08    9.90981e-10    1.47794e-11    5.04782e-11
6207    8.28096e-08    9.90719e-10    1.47754e-11    5.04636e-11
6208    8.27877e-08    9.90456e-10    1.47714e-11    5.04490e-11
6209    8.27658e-08    9.90194e-10    1.47674e-11    5.04344e-11
6210    8.27439e-08    9.89932e-10    1.47635e-11    5.04199e-11
6211    8.27220e-08    9.89671e-10    1.47595e-11    5.04053e-11
6212    8.27001e-08    9.89409e-10    1.47555e-11    5.03907e-11
6213    8.26782e-08    9.89147e-10    1.47515e-11    5.03762e-11
